URN,KS4 Pupils,KS4 Boys,KS4 Girls,Progress 8,Progress 8 Boys,Progress 8 Girls,Attainment 8,Attainment 8 Boys,Attainment 8 Girls,Eng Maths Grade 5,Entering EBacc,EBacc Avg Score,EBacc Avg Boys,EBacc Avg Girls,EBacc Grade 5,Progress 8 Band,P8 Desc,Academic Year
142313,228,109,119,-0.26,-0.4,-0.12,47.4,44.4,50.1,46%,30%,,,,13%,,,2016
141342,117,63,54,0.03,-0.19,0.28,51.1,47.6,55.3,66%,30%,,,,19%,,,2016
136136,164,72,92,-0.07,-0.28,0.09,46.2,42.2,49.4,49%,26%,,,,11%,,,2016
137146,144,70,74,-0.12,-0.4,0.16,47.5,45,49.9,49%,28%,,,,14%,,,2016
124406,117,51,66,-0.1,-0.38,0.11,42.5,37.1,46.7,48%,22%,,,,3%,,,2016
124474,33,18,15,,,,60.2,54.3,67.4,88%,48%,,,,45%,,,2016
140154,134,72,62,0.04,-0.08,0.17,52,49,55.5,70%,26%,,,,18%,,,2016
136685,7,6,1,,,,7.1,,,0%,0%,,,,0%,,,2016
124399,130,57,73,0.56,0.45,0.65,55.9,56.2,55.7,66%,69%,,,,45%,,,2016
124413,76,48,28,-0.32,-0.32,-0.32,43,41.8,45,39%,72%,,,,20%,,,2016
124409,76,46,30,-0.13,-0.27,0.06,46.9,44.8,50.1,59%,26%,,,,16%,,,2016
124487,112,64,48,,,,22.8,22.4,23.4,0%,0%,,,,0%,,,2016
124395,65,37,28,-0.71,-0.98,-0.32,38.1,33.5,44,45%,31%,,,,15%,,,2016
141343,151,65,86,-0.44,-0.86,-0.12,49.1,45.8,51.7,57%,24%,,,,14%,,,2016
124392,126,60,66,-0.09,-0.29,0.08,42.4,37,47.3,35%,8%,,,,3%,,,2016
138729,176,79,97,0.65,0.49,0.77,61.1,57.8,63.7,89%,81%,,,,69%,,,2016
124391,120,59,61,-0.13,-0.29,0.02,47.5,44.8,50.2,51%,28%,,,,18%,,,2016
138728,186,105,81,0.26,0.09,0.47,51.5,49.8,53.7,62%,34%,,,,23%,,,2016
138351,27,9,18,-0.67,-0.83,-0.59,42.6,35.3,46.3,59%,30%,,,,15%,,,2016
124471,19,0,19,,,,64.1,,64.1,100%,100%,,,,89%,,,2016
124476,10,0,10,,,,53.7,,53.7,80%,0%,,,,0%,,,2016
140802,160,78,82,-0.14,-0.3,0.02,50.3,47.5,52.9,66%,28%,,,,23%,,,2016
124444,163,89,74,0.16,0.01,0.35,53.2,51.6,55.1,70%,31%,,,,23%,,,2016
124393,164,89,75,-0.34,-0.53,-0.12,49.5,47.3,52.2,70%,3%,,,,3%,,,2016
124489,59,27,32,,,,61.2,61.2,61.1,100%,0%,,,,0%,,,2016
124467,59,17,42,-0.34,-0.75,-0.18,44.1,39.8,45.8,63%,0%,,,,0%,,,2016
137164,79,41,38,-0.18,-0.32,-0.03,45.6,42.5,49,48%,11%,,,,5%,,,2016
138435,156,90,66,-0.08,-0.2,0.09,48.2,47.2,49.7,58%,0%,,,,0%,,,2016
124430,253,120,133,0.26,0.22,0.29,54.2,52.8,55.5,67%,48%,,,,26%,,,2016
139708,112,62,50,-0.32,-0.52,-0.08,42.5,39.4,46.3,46%,8%,,,,6%,,,2016
124416,189,98,91,-0.22,-0.31,-0.13,56.4,57,55.8,77%,28%,,,,26%,,,2016
137553,132,68,64,-0.01,-0.15,0.13,51.9,51.7,52.1,65%,37%,,,,20%,,,2016
124407,187,91,96,-0.09,-0.2,0,50.5,47.5,53.3,59%,53%,,,,32%,,,2016
138936,170,84,86,-0.14,-0.15,-0.12,47.6,45.3,49.8,55%,18%,,,,14%,,,2016
124415,165,82,83,0.52,0.38,0.65,52.5,51.4,53.6,73%,53%,,,,28%,,,2016
142015,190,82,108,-0.62,-0.8,-0.48,45.1,42.4,47.2,53%,21%,,,,9%,,,2016
141448,27,20,7,-1.61,-1.69,-1.41,3.7,3.5,4.4,0%,0%,,,,0%,,,2016
141449,16,9,7,-1.32,-1.25,-1.38,4.3,4.3,4.3,0%,0%,,,,0%,,,2016
133989,7,5,2,,,,0.3,,,0%,0%,,,,0%,,,2016
124504,15,11,4,-1.66,,,1.9,,,0%,0%,,,,0%,,,2016
124508,16,12,4,-1.37,,,6,,,0%,0%,,,,0%,,,2016
138243,5,,,,,,,,,,,,,,,,,2016
142013,8,3,5,,,,,,,,,,,,,,,2016
137098,12,10,2,,,,0.8,,,0%,0%,,,,0%,,,2016
142170,20,20,,-2.62,-2.62,,0.1,0.1,,0%,0%,,,,0%,,,2016
124488,22,14,8,,,,37.5,38.1,36.4,5%,5%,,,,0%,,,2016
124512,5,,,,,,,,,,,,,,,,,2016
131004,14,,14,,,,6.1,,6.1,0%,0%,,,,0%,,,2016
136245,8,6,2,,,,4.3,,,0%,0%,,,,0%,,,2016
137956,8,8,0,,,,,,,,,,,,,,,2016
124521,31,16,15,-1.61,-1.59,-1.63,3.6,4.6,2.5,0%,0%,,,,0%,,,2016
124495,11,8,3,,,,8.3,,,0%,0%,,,,0%,,,2016
132735,6,3,3,,,,,,,,,,,,,,,2016
124520,9,4,5,,,,,,,,,,,,,,,2016
124513,31,24,7,,,,,,,,,,,,,,,2016
140997,18,11,7,-1.84,-2.05,-1.53,1,0.9,1.1,0%,0%,,,,0%,,,2016
124523,10,6,4,-1.59,,,4.6,,,0%,0%,,,,0%,,,2016
124390,145,73,72,-0.66,-0.7,-0.63,41.6,41.1,42.1,45%,9%,,,,3%,,,2016
136102,132,70,62,0.13,-0.04,0.32,44.9,43.4,46.7,46%,11%,,,,8%,,,2016
136681,179,79,100,-0.38,-0.33,-0.42,40.5,40.4,40.7,47%,17%,,,,9%,,,2016
140633,139,71,68,-0.14,-0.2,-0.08,45.2,43.7,46.7,63%,41%,,,,17%,,,2016
138549,201,106,95,0.03,-0.11,0.18,48.8,46.9,50.9,58%,8%,,,,6%,,,2016
140330,11,3,8,,,,8.9,,,9%,0%,,,,0%,,,2016
136680,108,51,57,0.16,-0.04,0.35,48,45.7,50.2,54%,19%,,,,13%,,,2016
136145,134,62,72,0,-0.02,0.03,49.7,49.8,49.6,52%,1%,,,,1%,,,2016
137892,11,9,2,,,,25.8,,,0%,0%,,,,0%,,,2016
136460,122,58,64,0.33,0.28,0.37,63.2,61.2,65,94%,39%,,,,35%,,,2016
140149,195,99,96,0.32,0.29,0.35,55.1,54.6,55.7,75%,36%,,,,23%,,,2016
136824,194,102,92,-0.38,-0.56,-0.2,43.4,41.5,45.6,44%,43%,,,,10%,,,2016
140304,175,80,95,0.14,0,0.27,51.8,49.9,53.4,63%,57%,,,,30%,,,2016
124389,162,68,94,-0.03,-0.14,0.06,50.7,49.1,51.9,57%,49%,,,,30%,,,2016
141128,24,16,8,,,,14.2,12.9,16.9,0%,0%,,,,0%,,,2016
138256,10,8,2,-0.38,,,38.6,,,30%,0%,,,,0%,,,2016
139590,8,8,0,-0.55,-0.55,,35.8,35.8,,13%,0%,,,,0%,,,2016
139068,159,76,83,0.24,0.1,0.36,46.9,44.6,49.1,45%,31%,,,,11%,,,2016
124388,151,81,70,-0.18,-0.44,0.1,49.6,45.9,53.9,60%,33%,,,,29%,,,2016
137574,36,24,12,,,,1.9,2.8,0,0%,0%,,,,0%,,,2016
124500,17,10,7,-1.8,-1.94,-1.62,1.3,2.2,0,0%,0%,,,,0%,,,2016
124503,8,5,3,,,,,,,,,,,,,,,2016
136220,1,,,,,,,,,,,,,,,,,2016
124498,9,9,0,-2.04,-2.04,,11.8,11.8,,0%,0%,,,,0%,,,2016
124501,22,14,8,-1.43,-1.38,-1.5,1.5,2.1,0.4,0%,0%,,,,0%,,,2016
131969,133,67,66,0.14,0.19,0.09,53.6,54.3,52.9,81%,30%,,,,17%,,,2016
126459,115,54,61,-0.71,-1.06,-0.38,41,37.4,44.1,50%,39%,,,,12%,,,2016
136500,118,118,,0.43,0.43,,72.1,72.1,,100%,98%,,,,94%,,,2016
135486,8,6,2,,,,,,,,,,,,,,,2016
142316,162,78,84,0.01,-0.09,0.1,53.3,51.6,54.8,77%,51%,,,,23%,,,2016
138885,149,77,72,-0.2,-0.13,-0.28,43.9,45.8,41.9,46%,51%,,,,28%,,,2016
136611,217,108,109,-0.19,-0.43,0.06,51,47.8,54.2,64%,32%,,,,21%,,,2016
126532,141,70,71,,,,21,21.8,20.2,13%,0%,,,,0%,,,2016
138630,179,79,100,-0.06,-0.15,0.01,45.9,43.9,47.6,54%,23%,,,,11%,,,2016
131743,9,3,6,,,,,,,,,,,,,,,2016
134460,21,13,8,,,,60.1,60,60.3,90%,52%,,,,48%,,,2016
126519,54,,54,,,,38.4,,38.4,28%,0%,,,,0%,,,2016
126514,33,17,16,,,,47.1,48.2,45.9,64%,6%,,,,6%,,,2016
136296,261,138,123,0.07,0.01,0.14,52.4,50.7,54.4,65%,37%,,,,20%,,,2016
137650,146,78,68,-0.22,-0.37,-0.06,48.6,46.5,51,57%,12%,,,,8%,,,2016
138020,243,124,119,-0.28,-0.34,-0.21,46.7,47.3,46.1,59%,38%,,,,26%,,,2016
137230,241,119,122,0.29,0.16,0.41,52.5,48.1,56.8,62%,31%,,,,18%,,,2016
136389,147,73,74,0.37,0.35,0.39,57.3,57.4,57.3,76%,39%,,,,33%,,,2016
126528,24,14,10,,,,62.4,59.2,66.9,100%,79%,,,,75%,,,2016
137308,201,103,98,0.42,0.27,0.59,58,55.6,60.5,79%,63%,,,,45%,,,2016
126516,212,130,82,,,,32.9,30.8,36.4,9%,0%,,,,0%,,,2016
126510,160,68,92,-0.25,-0.41,-0.13,47.4,44.7,49.4,58%,33%,,,,17%,,,2016
141911,238,130,108,0.01,-0.23,0.3,47.8,43.7,52.8,55%,13%,,,,9%,,,2016
136849,63,34,29,-0.06,-0.09,-0.03,51.2,50.6,52,57%,49%,,,,32%,,,2016
136911,266,134,132,0.24,0.16,0.32,54.1,54.3,53.8,73%,43%,,,,26%,,,2016
137375,151,76,75,0.21,-0.03,0.44,56.2,52.3,60.2,82%,55%,,,,40%,,,2016
137827,160,,160,0.13,,0.13,53.2,,53.2,76%,37%,,,,25%,,,2016
138623,248,134,114,-0.1,-0.28,0.1,54.1,52.6,55.9,72%,60%,,,,40%,,,2016
126473,96,63,33,-0.26,-0.26,-0.25,45.8,45.7,46,60%,21%,,,,17%,,,2016
137057,219,114,105,0.21,0.1,0.33,55.8,54.7,56.9,81%,32%,,,,26%,,,2016
126513,55,,55,,,,23.6,,23.6,0%,0%,,,,0%,,,2016
136183,95,43,52,-0.36,-0.44,-0.31,39.9,39.4,40.3,38%,29%,,,,2%,,,2016
136632,279,143,136,0.21,-0.08,0.49,54.6,51.4,58.1,72%,67%,,,,41%,,,2016
136391,122,,122,0.32,,0.32,73.5,,73.5,100%,80%,,,,79%,,,2016
141964,,,,,,,,,,,,,,,,,,2016
126512,39,0,39,,,,32.8,,32.8,0%,0%,,,,0%,,,2016
126458,124,60,64,0.18,-0.04,0.38,49,47.2,50.8,69%,19%,,,,12%,,,2016
126447,108,55,53,0.18,0.19,0.17,51.5,49.8,53.3,61%,48%,,,,16%,,,2016
126522,93,58,35,,,,29.2,25.9,34.8,34%,0%,,,,0%,,,2016
135804,141,60,81,-0.4,-0.47,-0.35,44.7,43.7,45.5,50%,64%,,,,8%,,,2016
134199,49,49,,-0.04,-0.04,,45.6,45.6,,39%,24%,,,,8%,,,2016
126535,12,5,7,,,,23.2,,,17%,0%,,,,0%,,,2016
126550,15,15,,-1.77,-1.77,,17.4,17.4,,0%,0%,,,,0%,,,2016
141647,8,6,2,,,,,,,,,,,,,,,2016
126553,3,,,,,,,,,,,,,,,,,2016
136019,4,,,,,,,,,,,,,,,,,2016
126546,29,18,11,,,,,,,,,,,,,,,2016
126552,5,,,,,,,,,,,,,,,,,2016
137470,12,11,1,-1.91,,,11.5,,,8%,0%,,,,0%,,,2016
132775,2,,,,,,,,,,,,,,,,,2016
137408,152,77,75,-0.32,-0.53,-0.1,43.8,40.6,47.2,47%,41%,,,,13%,,,2016
137190,224,105,119,0.09,-0.14,0.29,50.1,47.5,52.4,67%,39%,,,,24%,,,2016
137684,168,76,92,-0.4,-0.43,-0.38,45.5,45.8,45.2,55%,21%,,,,14%,,,2016
136860,181,101,80,0,-0.17,0.22,51.8,50.3,53.7,64%,60%,,,,25%,,,2016
131196,223,123,100,-0.49,-0.65,-0.3,49.2,45.9,53.3,59%,27%,,,,14%,,,2016
137265,209,113,96,-0.16,-0.08,-0.26,47.2,46.3,48.2,57%,13%,,,,6%,,,2016
137264,155,77,78,0.19,0.08,0.29,51,50.8,51.2,71%,17%,,,,10%,,,2016
126536,6,2,4,,,,,,,,,,,,,,,2016
140515,174,86,88,-0.38,-0.54,-0.23,48.9,47.4,50.3,66%,15%,,,,9%,,,2016
137160,195,86,109,0.08,0.1,0.06,54,54.7,53.5,71%,37%,,,,28%,,,2016
136980,222,101,121,0.12,0.11,0.13,52.6,52,53,73%,71%,,,,37%,,,2016
135364,97,41,56,0.2,0.11,0.26,46.9,45.3,48.1,61%,20%,,,,11%,,,2016
140972,61,54,7,-1.19,-1.23,-0.81,38.8,38,44.7,36%,11%,,,,5%,,,2016
126549,22,15,7,-1.82,-1.79,-1.88,0.8,1,0.3,0%,0%,,,,0%,,,2016
126547,18,17,1,-2.53,,,5.3,,,0%,0%,,,,0%,,,2016
126555,15,11,4,,,,,,,,,,,,,,,2016
142577,,,,,,,,,,,,,,,,,,2016
110047,141,78,63,0.13,0.09,0.18,46.3,45,47.9,30%,63%,,,,15%,,,2016
110071,129,66,63,-0.28,-0.35,-0.22,46.3,44.9,47.8,54%,9%,,,,3%,,,2016
110049,210,101,109,0.51,0.47,0.54,58.9,56.8,60.9,77%,35%,,,,31%,,,2016
110069,265,140,125,-0.07,-0.19,0.07,47.6,45.1,50.5,53%,26%,,,,10%,,,2016
110117,35,,35,,,,56.9,,56.9,37%,11%,,,,11%,,,2016
110159,126,80,46,,,,39.6,40.1,38.6,0%,0%,,,,0%,,,2016
137267,158,78,80,0.41,0.14,0.68,60.9,59.9,61.9,87%,66%,,,,54%,,,2016
110068,160,77,83,-0.08,-0.09,-0.06,50.6,50.2,51,65%,38%,,,,24%,,,2016
110125,193,119,74,,,,36.6,35.3,38.6,0%,0%,,,,0%,,,2016
110178,7,7,,,,,16.9,16.9,,14%,0%,,,,0%,,,2016
134415,21,17,4,,,,5,,,0%,0%,,,,0%,,,2016
110190,12,8,4,,,,,,,,,,,,,,,2016
138342,133,85,48,-0.15,-0.07,-0.31,50.6,49,53.5,62%,30%,,,,20%,,,2016
110147,1,,,,,,,,,,,,,,,,,2016
138823,245,138,107,0.3,0.16,0.48,56.9,55.5,58.7,78%,47%,,,,35%,,,2016
133580,87,41,46,0.2,0.34,0.06,51,48.7,53.1,69%,29%,,,,22%,,,2016
110153,115,75,40,,,,53.2,55.6,48.8,63%,63%,,,,39%,,,2016
137695,146,85,61,0.2,0.07,0.38,54.6,53,56.8,74%,40%,,,,29%,,,2016
138879,64,64,0,-0.02,-0.02,,48.1,48.1,,64%,33%,,,,20%,,,2016
110158,248,248,,,,,45.9,45.9,,0%,0%,,,,0%,,,2016
136733,152,78,74,0.02,-0.15,0.19,50.2,47.7,52.9,70%,45%,,,,25%,,,2016
137465,246,127,119,0.41,0.29,0.54,59.2,56.3,62.3,79%,68%,,,,52%,,,2016
110128,43,0,43,,,,65.8,,65.8,91%,70%,,,,65%,,,2016
139938,188,92,96,-0.37,-0.43,-0.31,47.8,45.9,49.6,56%,24%,,,,12%,,,2016
138525,164,86,78,0.13,0.1,0.16,47.5,47.6,47.3,51%,15%,,,,12%,,,2016
110048,163,78,85,0.34,0.35,0.33,55.7,56.4,55.1,73%,86%,,,,48%,,,2016
110186,24,17,7,-1.54,-1.48,-1.68,2.1,2.2,1.9,0%,0%,,,,0%,,,2016
110182,9,8,1,-1.91,,,0,,,0%,0%,,,,0%,,,2016
139963,6,6,0,,,,,,,,,,,,,,,2016
110180,33,16,17,-0.01,0.25,-0.24,35.5,38.9,32.2,21%,9%,,,,9%,,,2016
132003,8,7,1,,,,,,,,,,,,,,,2016
110165,110,,110,,,,48.3,,48.3,99%,0%,,,,0%,,,2016
110107,145,87,58,0.2,0.2,0.2,48,47.1,49.2,59%,21%,,,,10%,,,2016
110112,10,0,10,,,,66.5,,66.5,100%,70%,,,,70%,,,2016
136307,213,118,95,0.03,-0.1,0.19,55.1,52.6,58.1,74%,43%,,,,31%,,,2016
130247,178,108,70,-0.84,-0.93,-0.69,36.2,34.2,39.2,33%,15%,,,,6%,,,2016
136448,95,,95,0.56,,0.56,76.4,,76.4,100%,89%,,,,89%,,,2016
110110,97,66,31,,,,45.7,45.8,45.4,0%,0%,,,,0%,,,2016
141886,,,,,,,,,,,,,,,,,,2016
136876,228,140,88,-0.22,-0.3,-0.09,43.8,42.3,46.1,56%,24%,,,,11%,,,2016
110109,70,,70,,,,56.3,,56.3,20%,4%,,,,4%,,,2016
110096,130,,130,-0.37,,-0.37,43.8,,43.8,49%,17%,,,,14%,,,2016
136449,124,124,,0.65,0.65,,76.9,76.9,,100%,95%,,,,95%,,,2016
137999,10,7,3,,,,3.5,,,0%,0%,,,,0%,,,2016
110111,45,14,31,,,,63.3,65.9,62.1,96%,62%,,,,56%,,,2016
139268,50,39,11,-0.19,-0.3,0.15,50.3,50.7,48.8,74%,18%,,,,16%,,,2016
142121,,,,,,,,,,,,,,,,,,2016
137435,3,,,,,,,,,,,,,,,,,2016
110189,6,6,,-1.84,-1.84,,16.2,16.2,,0%,0%,,,,0%,,,2016
139728,1,,,,,,,,,,,,,,,,,2016
137259,146,,146,0.42,,0.42,52.6,,52.6,72%,16%,,,,12%,,,2016
110076,141,80,61,-0.62,-0.85,-0.32,43.2,38.2,49.7,53%,9%,,,,7%,,,2016
141009,,,,,,,,,,,,,,,,,,2016
141970,,,,,,,,,,,,,,,,,,2016
137726,120,63,57,0.44,0.33,0.56,69.5,67.6,71.5,99%,45%,,,,43%,,,2016
135631,175,104,71,0.22,0.19,0.26,53.4,52.9,54,70%,25%,,,,15%,,,2016
136521,150,79,71,0.35,0.26,0.44,69.8,68.5,71.3,99%,82%,,,,73%,,,2016
110162,14,11,3,,,,64.4,,,86%,50%,,,,43%,,,2016
140156,,,,,,,,,,,,,,,,,,2016
136955,10,,10,,,,58.5,,58.5,50%,80%,,,,40%,,,2016
110084,124,55,69,0.36,0.22,0.48,69.1,68.4,69.6,99%,82%,,,,75%,,,2016
110087,129,71,58,0.39,0.26,0.54,49.6,48.1,51.4,58%,71%,,,,24%,,,2016
137287,152,92,60,0.28,0.22,0.38,47.8,46.2,50.2,59%,8%,,,,7%,,,2016
136420,149,74,75,0.65,0.64,0.67,70.2,69.6,70.8,99%,95%,,,,68%,,,2016
138012,167,92,75,0.16,-0.06,0.42,48.2,44.8,52.4,57%,7%,,,,4%,,,2016
110078,161,102,59,-0.05,-0.26,0.27,43.4,40.6,48.3,49%,40%,,,,12%,,,2016
110185,19,9,10,-1.55,-1.62,-1.5,0.4,0,0.8,0%,0%,,,,0%,,,2016
142181,,,,,,,,,,,,,,,,,,2016
110062,137,78,59,-0.09,-0.31,0.22,46.6,43.8,50.2,64%,80%,,,,15%,,,2016
110060,192,102,90,0.08,0.08,0.08,50.7,52.1,49.3,63%,47%,,,,32%,,,2016
139853,194,194,,-0.32,-0.32,,49.6,49.6,,74%,19%,,,,12%,,,2016
136880,193,,193,0.6,,0.6,60.9,,60.9,86%,67%,,,,64%,,,2016
110136,29,0,29,,,,54.7,,54.7,86%,14%,,,,10%,,,2016
136637,275,148,127,0.41,0.32,0.52,57.2,54.6,60.3,80%,57%,,,,37%,,,2016
138367,,,,,,,,,,,,,,,,,,2016
136891,172,89,83,0.64,0.73,0.54,58.9,59.3,58.4,83%,56%,,,,42%,,,2016
110151,100,100,0,,,,33.8,33.8,,10%,0%,,,,0%,,,2016
110137,32,24,8,,,,54.3,52.3,60,75%,44%,,,,16%,,,2016
110059,185,109,76,0.17,0.11,0.24,53.6,52.5,55.2,63%,35%,,,,25%,,,2016
142166,224,102,122,0.21,-0.01,0.39,54.9,54.1,55.6,78%,76%,,,,42%,,,2016
110187,18,16,2,,,,,,,,,,,,,,,2016
110181,15,7,8,-2.17,-2.19,-2.15,12.1,16.6,8.1,0%,0%,,,,0%,,,2016
110191,12,12,0,-2.18,-2.18,,6.3,6.3,,0%,0%,,,,0%,,,2016
136083,23,14,9,,,,12.8,12.9,12.7,0%,0%,,,,0%,,,2016
137377,219,109,110,0.2,-0.01,0.41,52.4,50.6,54.2,70%,34%,,,,16%,,,2016
137427,124,64,60,0.26,0.04,0.49,56.7,54.7,58.8,66%,48%,,,,35%,,,2016
131074,7,2,5,,,,28.3,,,0%,0%,,,,0%,,,2016
136677,205,102,103,0.2,0.14,0.26,56.3,56.1,56.5,80%,63%,,,,45%,,,2016
139408,,,,,,,,,,,,,,,,,,2016
110935,60,37,23,,,,6.2,8.6,2.3,0%,0%,,,,0%,,,2016
110934,3,,,,,,,,,,,,,,,,,2016
135184,39,22,17,,,,38,27,52.2,0%,0%,,,,0%,,,2016
136887,177,86,91,0.5,0.37,0.61,59.1,55.5,62.4,79%,54%,,,,51%,,,2016
136650,119,49,70,0.05,-0.01,0.09,49.1,47.7,50.2,62%,58%,,,,29%,,,2016
136463,302,149,153,0.53,0.49,0.58,58.7,57.2,60.1,79%,59%,,,,36%,,,2016
137434,149,68,81,0.4,0.28,0.5,52.8,52.1,53.3,70%,50%,,,,30%,,,2016
138177,203,82,121,0.12,-0.03,0.22,49.7,45.5,52.6,68%,24%,,,,14%,,,2016
137779,202,106,96,-0.42,-0.71,-0.1,45.1,41.2,49.4,50%,29%,,,,21%,,,2016
143404,,,,,,,,,,,,,,,,,,2016
137187,125,68,57,-0.68,-0.84,-0.49,40.4,38.6,42.5,45%,32%,,,,12%,,,2016
134454,16,7,9,,,,69.3,69.7,68.9,100%,94%,,,,88%,,,2016
135404,19,9,10,,,,20.5,17.1,23.6,26%,0%,,,,0%,,,2016
137475,299,150,149,0.25,0.16,0.34,53.5,50.7,56.2,71%,34%,,,,23%,,,2016
137826,210,108,102,0.64,0.52,0.75,60.2,59.5,61,81%,55%,,,,41%,,,2016
110925,100,41,59,,,,60.8,58.8,62.1,58%,50%,,,,43%,,,2016
110916,116,61,55,,,,55.1,57.5,52.5,79%,48%,,,,41%,,,2016
110914,106,66,40,,,,50.6,48.6,53.8,0%,0%,,,,0%,,,2016
136442,164,78,86,0.5,0.47,0.53,56.5,56,56.9,76%,55%,,,,38%,,,2016
136992,284,149,135,0.09,-0.06,0.26,52.3,50.3,54.6,73%,31%,,,,19%,,,2016
110930,10,6,4,,,,35.5,,,50%,10%,,,,0%,,,2016
137527,68,34,34,0.44,0.32,0.56,52.4,48.7,56.2,79%,25%,,,,12%,,,2016
139272,278,138,140,0.07,0.01,0.13,49,47.1,50.8,64%,61%,,,,31%,,,2016
110873,175,82,93,0.07,-0.22,0.32,53,47.6,57.8,71%,42%,,,,31%,,,2016
142035,,,,,,,,,,,,,,,,,,2016
139401,94,46,48,0.07,-0.13,0.25,48,45.8,50.1,57%,34%,,,,14%,,,2016
136636,120,60,60,0.6,0.25,0.92,60.9,56.5,65.4,89%,88%,,,,61%,,,2016
110923,177,107,70,,,,54.8,54.7,55,0%,0%,,,,0%,,,2016
131330,10,4,6,,,,9.6,,,10%,0%,,,,0%,,,2016
110932,5,,,,,,,,,,,,,,,,,2016
137924,151,93,58,0.42,0.34,0.55,58.3,55.5,62.7,79%,40%,,,,30%,,,2016
137305,266,133,133,-0.14,-0.42,0.15,51.4,48.1,54.7,70%,33%,,,,23%,,,2016
110912,80,,80,,,,65.8,,65.8,88%,23%,,,,20%,,,2016
137248,177,103,74,-0.09,-0.31,0.24,45.3,41.6,50.4,55%,33%,,,,18%,,,2016
110921,16,6,10,,,,60.7,58.3,62.1,100%,31%,,,,19%,,,2016
136775,176,93,83,0.27,0.28,0.25,56.5,55.7,57.3,82%,76%,,,,43%,,,2016
136974,213,94,119,0.09,-0.11,0.25,52,48.3,55,66%,18%,,,,15%,,,2016
138053,168,86,82,-0.25,-0.43,-0.05,50.4,48.1,52.7,60%,23%,,,,13%,,,2016
136610,250,127,123,0.25,0.18,0.32,54,53.4,54.7,70%,36%,,,,29%,,,2016
110924,87,0,87,,,,50,,50,0%,0%,,,,0%,,,2016
136580,238,129,109,0.45,0.32,0.59,58.1,57.2,59.1,78%,66%,,,,55%,,,2016
137867,240,127,113,-0.56,-0.73,-0.38,37.4,36.7,38.2,43%,16%,,,,6%,,,2016
141946,,,,,,,,,,,,,,,,,,2016
140265,56,36,20,-0.89,-0.78,-1.06,43.9,43.9,44.1,61%,5%,,,,2%,,,2016
110926,62,31,31,,,,56.1,53.6,58.6,94%,0%,,,,0%,,,2016
137547,150,83,67,0.16,0.09,0.24,50.1,49.1,51.3,59%,19%,,,,9%,,,2016
136236,4,,,,,,,,,,,,,,,,,2016
141879,10,4,6,,,,6,,,0%,0%,,,,0%,,,2016
134179,7,7,0,,,,0.4,0.4,,0%,0%,,,,0%,,,2016
134972,15,5,10,-1.7,,,0.5,,,0%,0%,,,,0%,,,2016
137594,19,16,3,-3.39,,,3.6,,,0%,0%,,,,0%,,,2016
110931,2,,,,,,,,,,,,,,,,,2016
134937,10,5,5,-1.45,,,1.2,,,0%,0%,,,,0%,,,2016
136047,11,10,1,,,,13.2,,,0%,0%,,,,0%,,,2016
134193,2,,,,,,,,,,,,,,,,,2016
110940,9,6,3,,,,,,,,,,,,,,,2016
110949,15,9,6,,,,1.3,1.4,1.2,0%,0%,,,,0%,,,2016
133651,1,,,,,,,,,,,,,,,,,2016
133570,9,4,5,,,,3.3,,,0%,0%,,,,0%,,,2016
110951,10,6,4,,,,,,,,,,,,,,,2016
110946,12,5,7,,,,,,,,,,,,,,,2016
142932,,,,,,,,,,,,,,,,,,2016
137494,22,17,5,-2.77,,,3.9,,,0%,0%,,,,0%,,,2016
136266,258,119,139,0.13,-0.04,0.28,54.2,51.4,56.6,82%,45%,,,,33%,,,2016
139082,,,,,,,,,,,,,,,,,,2016
142902,,,,,,,,,,,,,,,,,,2016
141300,144,73,71,0.06,-0.13,0.26,50.8,47.3,54.4,60%,30%,,,,21%,,,2016
136023,9,,9,,,,48.1,,48.1,44%,0%,,,,0%,,,2016
110899,294,143,151,0.33,0.16,0.48,49.3,47.2,51.3,54%,38%,,,,24%,,,2016
110882,186,86,100,-0.02,-0.23,0.14,48,46.6,49.2,54%,17%,,,,11%,,,2016
136398,149,74,75,0.55,0.5,0.59,65.8,63.1,68.5,91%,72%,,,,59%,,,2016
137082,162,90,72,0.21,0.12,0.33,47.7,47.7,47.6,54%,52%,,,,17%,,,2016
135980,141,69,72,-0.16,-0.26,-0.07,43.5,40.8,46.2,44%,27%,,,,21%,,,2016
110910,43,23,20,,,,62.7,63.5,61.9,86%,23%,,,,21%,,,2016
110907,121,63,58,0.46,0.15,0.8,45.6,43.2,48.2,46%,15%,,,,8%,,,2016
137880,235,117,118,-0.05,-0.09,-0.02,47.9,46.9,48.8,60%,62%,,,,26%,,,2016
135263,322,169,153,-0.28,-0.32,-0.24,45,44.3,45.9,52%,41%,,,,21%,,,2016
137084,224,107,117,-0.9,-1.01,-0.79,33.6,30.6,36.3,22%,17%,,,,4%,,,2016
139018,1,,,,,,,,,,,,,,,,,2016
110948,15,12,3,,,,,,,,,,,,,,,2016
110943,24,18,6,-0.99,,,12,13.2,8.4,0%,0%,,,,0%,,,2016
135386,9,9,0,-2.87,-2.87,,4.8,4.8,,0%,0%,,,,0%,,,2016
134893,3,,,,,,,,,,,,,,,,,2016
134272,7,5,2,,,,,,,,,,,,,,,2016
