URN,KS5 Pupils,Avg A-level Points,Avg A-level Grade,Academic Year
126512,41,34.7,C+,2018
138885,104,25.56,C-,2018
136611,235,29.98,C,2018
126519,104,44.32,B+,2018
137650,116,27.64,C-,2018
138020,140,30.27,C,2018
135804,123,21.85,D+,2018
126522,113,30,C,2018
132779,3038,,,2018
137264,104,25.92,C-,2018
130851,3080,25.68,C-,2018
136980,42,31.55,C,2018
135364,235,22.59,D+,2018
130849,1189,,,2018
137190,250,24.75,D+,2018
137160,219,31.79,C+,2018
145155,34,17.31,D-,2018
115825,21,,,2018
136016,191,21.95,D+,2018
115723,153,26.86,C-,2018
136474,388,37.01,B-,2018
140011,142,23.02,D+,2018
136725,344,29.89,C,2018
115795,294,42.49,B+,2018
115798,361,48.61,A,2018
136960,270,27.31,C-,2018
136623,222,27.5,C-,2018
137634,163,26.19,C-,2018
130686,2180,31.08,C,2018
136772,282,30.38,C,2018
115797,210,43.44,B+,2018
137097,206,35.74,B-,2018
134463,33,23.1,D+,2018
138871,40,24.94,D+,2018
136199,90,19.06,D,2018
130683,2688,24.4,D+,2018
136666,207,38.11,B-,2018
137033,271,37.84,B-,2018
137123,284,37.07,B-,2018
137690,25,,,2018
138746,136,21.78,D+,2018
136353,417,48.11,A-,2018
115758,180,27.5,C-,2018
115787,89,35.99,B-,2018
136767,244,29.28,C,2018
136306,389,40.93,B,2018
115794,69,35.93,B-,2018
136982,341,27.83,C-,2018
136874,288,40.54,B,2018
137752,215,29.28,C,2018
136292,254,33.55,C+,2018
136578,269,35.16,B-,2018
115780,97,36.93,B-,2018
115789,44,36.78,B-,2018
115788,176,36.26,B-,2018
137382,278,29.31,C,2018
115793,13,,,2018
