URN,KS2 Pupils,KS2 Boys,KS2 Girls,Reading Progress,Reading Score,Reading Meet Std,Reading Exceed Std,Reading Progress Band,Reading Progress Desc,Writing Progress,Writing Score,Writing Meet Std,Writing Exceed Std,Writing Progress Band,Writing Progress Desc,Maths Progress,Maths Score,Maths Meet Std,Maths Exceed Std,Maths Progress Band,Maths Progress Desc,Overall Meet Std,Overall Exceed Std,Academic Year
139921,26,11,15,-3.3,101,62%,15%,,,-1.2,107,81%,46%,,,0.7,105,92%,19%,,,62%,8%,2017
139113,29,16,13,-2.6,102,66%,10%,,,-3,105,72%,31%,,,-2.7,102,72%,7%,,,50%,4%,2017
104764,25,14,11,-1.2,100,52%,8%,,,1.6,103,68%,8%,,,0.2,101,72%,8%,,,52%,0%,2017
120479,18,12,6,-2.2,101,50%,22%,,,0,103,61%,17%,,,-2.5,101,61%,11%,,,44%,6%,2017
121060,15,10,5,0.3,105,67%,27%,,,-2.7,104,80%,20%,,,-2.8,101,67%,20%,,,53%,7%,2017
111108,30,17,13,-3.4,102,67%,13%,,,-2,101,57%,7%,,,-5.6,100,47%,3%,,,40%,3%,2017
101339,29,16,13,0.1,105,76%,28%,,,-0.3,110,90%,52%,,,1.4,106,93%,31%,,,76%,10%,2017
109557,27,15,12,10.6,115,100%,93%,,,4.9,112,100%,67%,,,4.6,108,100%,22%,,,100%,22%,2017
138927,50,23,27,0.5,105,70%,26%,,,0.7,105,72%,20%,,,0.4,105,76%,18%,,,56%,6%,2017
124087,13,8,5,-0.7,106,85%,31%,,,-1.3,107,77%,38%,,,1,107,85%,54%,,,77%,15%,2017
130293,52,27,25,-2.4,100,60%,8%,,,1.6,101,79%,4%,,,-1.3,101,71%,6%,,,52%,2%,2017
105692,28,16,12,0.4,108,93%,39%,,,0.3,110,96%,39%,,,-1.2,106,86%,21%,,,86%,14%,2017
121521,4,,,,,,,,,,,,,,,,,,,,,,,2017
107832,30,14,16,-1.9,100,63%,13%,,,1.1,104,70%,27%,,,-1.6,101,70%,10%,,,60%,10%,2017
124086,36,16,20,-0.9,105,81%,19%,,,3.1,106,92%,28%,,,-1.6,104,75%,14%,,,61%,6%,2017
114274,54,34,20,0.5,108,85%,44%,,,0.3,109,93%,46%,,,-0.2,107,94%,28%,,,83%,15%,2017
115538,7,0,7,1.6,111,86%,71%,,,1.8,109,86%,71%,,,-1.9,107,86%,29%,,,86%,29%,2017
123507,14,6,8,2.2,106,86%,29%,,,0.7,107,93%,29%,,,1.6,106,93%,21%,,,79%,0%,2017
109182,19,15,4,0.1,105,84%,26%,,,1.3,104,68%,26%,,,-0.8,104,79%,21%,,,68%,11%,2017
141661,27,14,13,2,102,63%,15%,,,3.2,105,81%,15%,,,1.2,102,63%,4%,,,44%,0%,2017
142026,34,21,13,-2,101,59%,12%,,,0.8,103,74%,18%,,,-1.6,101,71%,15%,,,50%,3%,2017
109104,27,12,15,-0.2,105,93%,0%,,,0.9,106,93%,15%,,,-1,104,89%,11%,,,78%,0%,2017
139813,,,,,,,,,,,,,,,,,,,,,,,,2017
138672,61,34,27,0,103,64%,11%,,,2.1,107,77%,30%,,,-0.6,103,66%,8%,,,49%,5%,2017
109265,22,15,7,-1.5,105,86%,14%,,,-4.2,107,91%,23%,,,1.1,107,95%,27%,,,77%,5%,2017
103449,28,12,16,1.8,105,86%,18%,,,0.1,105,86%,29%,,,0.7,104,79%,18%,,,68%,4%,2017
143940,19,12,7,-0.7,100,68%,16%,,,6.2,101,53%,11%,,,3.4,105,79%,21%,,,68%,16%,2017
107007,56,34,22,2.7,104,77%,18%,,,3.8,106,79%,38%,,,3.1,105,77%,23%,,,71%,7%,2017
109870,73,37,36,1.8,106,84%,29%,,,0.2,108,89%,40%,,,3.4,108,95%,37%,,,79%,5%,2017
117170,53,30,23,2,103,68%,23%,,,3,106,75%,42%,,,1.2,104,70%,30%,,,55%,15%,2017
134281,31,14,17,-2.2,102,74%,3%,,,-2,104,71%,10%,,,-3.1,102,58%,6%,,,48%,3%,2017
118491,59,26,33,0.5,104,75%,20%,,,-0.6,105,86%,17%,,,2.2,105,85%,25%,,,66%,5%,2017
111631,61,28,33,2.2,102,72%,15%,,,-1.4,105,80%,20%,,,7.4,108,92%,39%,,,54%,0%,2017
103241,90,47,43,-2.3,100,56%,12%,,,0,107,79%,31%,,,-1.5,101,59%,14%,,,49%,6%,2017
112717,27,14,13,-4.6,95,26%,4%,,,0.9,101,52%,11%,,,-0.5,101,52%,7%,,,26%,0%,2017
102312,54,26,28,1.5,106,83%,30%,,,1.6,104,74%,17%,,,-2.5,102,70%,7%,,,61%,6%,2017
143380,50,29,21,2.4,104,82%,24%,,,0,105,86%,18%,,,1.4,104,80%,10%,,,60%,8%,2017
138426,57,28,29,0.9,105,79%,16%,,,0.2,106,77%,26%,,,0.8,105,82%,16%,,,65%,5%,2017
116906,7,5,2,0.3,106,86%,43%,,,0.6,105,86%,29%,,,-1.6,104,71%,14%,,,71%,14%,2017
108327,16,5,11,4.4,103,75%,6%,,,4.3,105,75%,13%,,,5.3,104,88%,19%,,,63%,6%,2017
136941,63,24,39,1.7,105,73%,29%,,,-0.3,106,84%,27%,,,-0.8,103,81%,11%,,,67%,6%,2017
104219,83,38,45,-2.2,102,71%,13%,,,0.1,105,78%,25%,,,-1.9,103,65%,19%,,,54%,5%,2017
121510,4,,,,,,,,,,,,,,,,,,,,,,,2017
137070,129,61,68,2.6,108,88%,49%,,,0.6,108,85%,43%,,,2,108,93%,40%,,,81%,17%,2017
134823,29,14,15,5.3,109,97%,45%,,,3.2,112,97%,72%,,,4.6,108,90%,48%,,,86%,24%,2017
138001,18,13,5,3.2,108,89%,39%,,,2.6,104,67%,17%,,,-3.2,101,67%,6%,,,56%,0%,2017
114435,63,37,26,1.5,104,68%,30%,,,2.9,106,83%,33%,,,2.4,105,87%,25%,,,63%,11%,2017
118044,21,14,7,10.7,113,95%,71%,,,3.3,109,95%,43%,,,6.5,108,95%,33%,,,81%,10%,2017
113833,9,2,7,1,107,89%,33%,,,1.7,112,89%,78%,,,3.9,111,100%,44%,,,89%,11%,2017
138402,27,18,9,1.7,105,74%,15%,,,1.5,106,78%,19%,,,-0.5,103,70%,22%,,,67%,0%,2017
111325,45,25,20,-1,106,82%,29%,,,-2.4,108,87%,38%,,,-2.2,105,82%,29%,,,69%,11%,2017
118401,19,13,6,2.2,105,68%,42%,,,1.6,102,68%,21%,,,3.5,105,74%,42%,,,68%,11%,2017
114743,64,29,35,-1.6,104,84%,23%,,,-0.2,107,84%,38%,,,-1.3,105,80%,28%,,,72%,13%,2017
110521,29,6,23,-5.9,101,55%,10%,,,-8.7,104,59%,21%,,,-5.8,101,48%,14%,,,28%,0%,2017
101313,81,47,34,3.9,107,89%,31%,,,0.9,111,91%,67%,,,4.6,108,91%,33%,,,73%,7%,2017
136328,87,53,34,1.6,108,86%,45%,,,-0.4,110,92%,49%,,,1,108,87%,45%,,,78%,21%,2017
120843,30,19,11,0.4,105,83%,20%,,,1.1,105,70%,33%,,,0.1,105,83%,33%,,,70%,20%,2017
109144,43,22,21,-3.1,102,56%,12%,,,-4.1,102,53%,12%,,,-3.5,101,47%,5%,,,26%,2%,2017
100726,43,23,20,0.8,104,79%,28%,,,1.1,106,77%,35%,,,1.3,105,74%,26%,,,65%,14%,2017
117489,30,15,15,-1.6,104,73%,20%,,,0,105,73%,20%,,,-2.9,102,73%,17%,,,60%,13%,2017
103460,89,47,42,0.3,104,67%,27%,,,0,109,76%,43%,,,2.7,107,82%,35%,,,65%,6%,2017
105541,41,16,25,-1,104,73%,24%,,,-1.6,106,71%,24%,,,-0.8,104,85%,20%,,,68%,2%,2017
143302,30,21,9,-0.4,106,70%,33%,,,-2.5,108,80%,50%,,,-0.3,105,77%,30%,,,60%,7%,2017
122554,59,31,28,-1.4,105,78%,27%,,,-0.3,104,78%,19%,,,-2,104,85%,24%,,,73%,8%,2017
100895,90,44,46,-0.4,106,86%,30%,,,0.3,112,93%,52%,,,1.5,109,92%,36%,,,81%,13%,2017
136793,89,44,45,-0.3,104,72%,21%,,,-0.1,107,81%,39%,,,0,104,81%,28%,,,66%,9%,2017
140518,59,31,28,2.5,107,92%,32%,,,0,109,92%,56%,,,2.1,107,90%,29%,,,76%,8%,2017
133980,60,33,27,1.8,105,78%,23%,,,2.3,109,90%,50%,,,4.4,108,88%,40%,,,75%,13%,2017
100426,23,9,14,1.8,104,74%,13%,,,3.6,109,91%,48%,,,4.3,106,83%,30%,,,74%,9%,2017
140107,20,6,14,5.4,110,95%,50%,,,2.3,109,95%,40%,,,1.6,106,95%,20%,,,95%,10%,2017
108255,27,13,14,1.4,105,63%,30%,,,1.4,107,85%,37%,,,3.2,107,85%,37%,,,63%,11%,2017
105232,46,30,16,0.1,107,89%,33%,,,1.4,109,91%,43%,,,1.5,108,89%,46%,,,87%,20%,2017
111940,9,5,4,-5.1,99,44%,11%,,,4.6,99,56%,0%,,,-1.1,101,67%,11%,,,33%,11%,2017
105940,30,17,13,-0.2,104,80%,13%,,,1.3,109,90%,50%,,,0.6,105,87%,17%,,,73%,3%,2017
102626,54,30,24,1.1,102,65%,19%,,,-0.7,108,89%,39%,,,7,108,91%,46%,,,57%,0%,2017
117867,15,9,6,4.9,106,93%,27%,,,2.6,104,93%,20%,,,1.4,103,60%,27%,,,60%,0%,2017
113434,12,4,8,0.3,102,67%,17%,,,1,104,75%,17%,,,-1.2,101,58%,0%,,,42%,0%,2017
116744,20,11,9,-0.8,107,80%,40%,,,-2.2,106,70%,25%,,,-3.7,104,70%,20%,,,65%,15%,2017
102831,45,23,22,1.9,109,91%,40%,,,2,111,96%,58%,,,2.4,109,93%,49%,,,84%,18%,2017
113132,64,36,28,-1.5,102,66%,19%,,,0.8,104,73%,19%,,,-2,102,61%,16%,,,52%,2%,2017
134279,59,33,26,-2.2,104,75%,15%,,,-2.1,104,75%,12%,,,-2.7,103,81%,7%,,,71%,3%,2017
126016,150,79,71,0.9,107,83%,36%,,,-4.5,106,82%,30%,,,0.4,106,81%,33%,,,65%,0%,2017
124542,20,10,10,-0.7,104,70%,30%,,,-5.7,101,50%,10%,,,-7.7,97,25%,10%,,,25%,0%,2017
114380,95,41,54,1.3,107,89%,42%,,,-0.5,108,91%,43%,,,0.3,106,87%,32%,,,81%,8%,2017
133384,56,32,24,0.7,106,89%,23%,,,-0.2,107,91%,34%,,,1.2,106,93%,23%,,,71%,11%,2017
115984,101,51,50,-0.9,104,75%,26%,,,1.8,105,73%,29%,,,-1,104,77%,14%,,,64%,4%,2017
142613,30,19,11,3.5,104,80%,20%,,,4.5,108,90%,37%,,,3,104,87%,20%,,,80%,3%,2017
107156,29,17,12,2.7,109,90%,55%,,,-1,107,86%,38%,,,-0.1,106,83%,48%,,,79%,21%,2017
111841,31,16,15,-0.1,105,77%,16%,,,-1.1,107,90%,26%,,,-0.6,104,77%,23%,,,61%,10%,2017
142563,59,32,27,0.2,104,71%,22%,,,0.6,104,73%,22%,,,-2.1,102,64%,17%,,,51%,8%,2017
114805,44,16,28,2.8,102,70%,16%,,,5.5,106,77%,25%,,,3,103,68%,25%,,,57%,9%,2017
103369,55,33,22,-1,102,69%,20%,,,-1.2,107,76%,36%,,,1.1,105,78%,18%,,,58%,4%,2017
140167,59,28,31,0.6,102,66%,19%,,,1.9,106,76%,34%,,,2.2,103,81%,15%,,,66%,5%,2017
135783,32,16,16,-5.7,97,44%,0%,,,-8.4,98,31%,0%,,,-9.7,93,22%,0%,,,19%,0%,2017
113331,9,5,4,0.9,105,67%,33%,,,-0.7,104,67%,11%,,,0.2,104,89%,22%,,,67%,22%,2017
140899,31,17,14,0.4,104,71%,35%,,,3,106,81%,29%,,,1.8,106,77%,29%,,,61%,19%,2017
108799,54,20,34,-0.6,102,61%,15%,,,-1.4,105,80%,22%,,,1.9,105,85%,15%,,,52%,6%,2017
131991,29,16,13,-2.1,103,72%,14%,,,-0.2,103,62%,17%,,,-5.6,100,59%,10%,,,41%,3%,2017
118673,13,8,5,-2,106,85%,23%,,,0.1,107,92%,23%,,,-3.1,104,85%,23%,,,77%,15%,2017
120194,11,5,6,-2.5,104,82%,18%,,,-1.6,106,91%,36%,,,-3.4,103,73%,18%,,,45%,9%,2017
124615,14,9,5,-0.1,107,86%,43%,,,-2.8,104,86%,14%,,,-1.7,104,86%,14%,,,71%,7%,2017
139186,57,32,25,0.6,104,77%,21%,,,0.6,105,77%,26%,,,0.1,104,81%,19%,,,68%,7%,2017
104787,30,18,12,-2.2,101,63%,10%,,,-6.3,104,70%,30%,,,-0.3,103,80%,13%,,,53%,0%,2017
125936,14,6,8,-1.9,102,57%,43%,,,-3.7,103,57%,36%,,,-2.6,101,57%,14%,,,50%,0%,2017
119198,17,13,4,1.6,104,88%,6%,,,1.1,104,94%,6%,,,1.2,104,82%,18%,,,76%,6%,2017
118632,33,16,17,3.4,110,82%,58%,,,-0.1,108,79%,33%,,,0.1,106,82%,36%,,,67%,15%,2017
141080,30,15,15,-3.3,104,80%,20%,,,-3.6,105,80%,13%,,,-4.3,103,77%,10%,,,70%,7%,2017
101238,26,15,11,2.3,107,92%,27%,,,4.6,113,100%,69%,,,3.7,109,100%,42%,,,92%,23%,2017
114241,31,14,17,-1.4,101,55%,13%,,,3.5,108,87%,29%,,,3.6,106,90%,19%,,,52%,6%,2017
114578,65,27,38,0.5,104,74%,28%,,,0.4,105,75%,32%,,,-1.8,102,66%,11%,,,60%,3%,2017
138726,31,11,20,1.8,106,87%,29%,,,4.1,,0%,0%,,,3.2,107,94%,29%,,,87%,13%,2017
138185,37,16,21,4.2,109,89%,46%,,,-1.2,109,86%,41%,,,2.1,107,89%,24%,,,76%,11%,2017
105820,44,29,15,1.4,104,73%,30%,,,-0.7,106,86%,27%,,,0.3,103,70%,14%,,,55%,9%,2017
101144,30,11,19,3.2,107,80%,47%,,,2.9,110,90%,43%,,,2.1,107,93%,33%,,,80%,23%,2017
142936,36,20,16,0.2,103,78%,17%,,,0.1,105,81%,14%,,,2.1,105,83%,22%,,,64%,11%,2017
122304,42,22,20,1.5,103,69%,26%,,,0.2,109,88%,48%,,,2.3,105,74%,24%,,,62%,0%,2017
100737,25,11,14,2.6,106,76%,32%,,,-1.6,106,76%,36%,,,0.6,104,72%,20%,,,60%,8%,2017
138299,13,5,8,4.4,107,92%,46%,,,2.8,108,92%,38%,,,1.3,104,85%,15%,,,77%,15%,2017
113107,27,12,15,-2.6,105,74%,26%,,,-3.3,104,74%,22%,,,-5.4,101,67%,15%,,,67%,11%,2017
140446,27,11,16,-0.5,99,44%,7%,,,-1,100,63%,15%,,,-1.6,98,44%,4%,,,33%,0%,2017
141917,37,17,20,-2.1,101,68%,8%,,,-0.2,101,65%,8%,,,-3.2,100,57%,8%,,,51%,3%,2017
140872,45,25,20,3.8,105,80%,13%,,,3.3,105,82%,16%,,,1.9,104,78%,11%,,,69%,7%,2017
140250,30,15,15,2.7,106,83%,37%,,,0.6,108,83%,47%,,,3.2,106,87%,40%,,,77%,13%,2017
112895,52,35,17,1,104,73%,27%,,,1.7,104,77%,17%,,,0,103,71%,21%,,,60%,12%,2017
129823,30,14,16,-0.4,100,60%,10%,,,1.7,105,73%,20%,,,2.8,103,77%,13%,,,60%,0%,2017
120849,12,7,5,3.1,108,92%,33%,,,4.6,105,75%,17%,,,-1.3,103,67%,17%,,,67%,17%,2017
140842,31,18,13,-1.1,99,45%,10%,,,1.5,101,52%,6%,,,1.4,102,61%,13%,,,42%,3%,2017
139555,,,,,,,,,,,,,,,,,,,,,,,,2017
142935,,,,,,,,,,,,,,,,,,,,,,,,2017
142562,20,14,6,-2.7,103,55%,30%,,,0.4,103,55%,20%,,,-3.6,102,55%,25%,,,55%,15%,2017
115545,12,4,8,-1.2,105,58%,17%,,,3.5,107,75%,42%,,,-0.1,106,83%,33%,,,58%,8%,2017
106081,32,20,12,0.9,108,88%,34%,,,1.1,108,91%,34%,,,-2.9,104,72%,31%,,,63%,25%,2017
110075,138,73,65,0.6,106,79%,28%,,,1.5,106,78%,33%,,,-0.4,105,80%,24%,,,70%,11%,2017
126011,14,6,8,-0.2,103,50%,29%,,,-3.7,101,43%,7%,,,-5.9,98,50%,7%,,,36%,0%,2017
110303,64,36,28,1,109,92%,52%,,,-0.8,111,91%,56%,,,0.9,109,91%,50%,,,83%,27%,2017
115543,14,9,5,3.8,110,86%,50%,,,2.1,108,86%,36%,,,0.5,107,86%,21%,,,79%,21%,2017
113681,94,47,47,-3.1,101,63%,13%,,,-1,103,61%,20%,,,-3.1,101,66%,11%,,,54%,4%,2017
140432,,,,,,,,,,,,,,,,,,,,,,,,2017
111226,25,10,15,2.2,101,68%,4%,,,5.4,104,68%,16%,,,-0.4,99,48%,0%,,,40%,0%,2017
140185,25,10,15,-2,101,64%,8%,,,-1.4,104,68%,20%,,,-1.9,101,64%,4%,,,48%,0%,2017
142751,5,,,,,,,,,,,,,,,,,,,,,,,2017
119286,61,32,29,3,107,89%,31%,,,0,107,93%,23%,,,2.8,106,93%,21%,,,74%,7%,2017
112404,17,5,12,-0.2,106,94%,35%,,,-0.2,111,94%,59%,,,-0.2,106,100%,12%,,,88%,12%,2017
120079,61,28,33,-2.9,101,69%,11%,,,-1.1,103,72%,18%,,,-5,99,61%,5%,,,56%,0%,2017
117366,56,31,25,-1.7,103,61%,21%,,,-3.5,104,68%,23%,,,-2.4,102,52%,18%,,,43%,7%,2017
132201,54,25,29,-1.3,100,54%,9%,,,-1.1,102,59%,13%,,,-2,100,48%,11%,,,38%,0%,2017
140681,23,10,13,-1,102,57%,17%,,,-0.6,99,39%,0%,,,-7.3,95,35%,0%,,,30%,0%,2017
120542,9,3,6,-2.4,104,67%,44%,,,-1.7,106,67%,33%,,,-5.8,101,44%,22%,,,44%,22%,2017
138840,20,9,11,1.6,110,100%,35%,,,0.1,113,100%,75%,,,3.6,111,100%,60%,,,100%,25%,2017
103172,91,50,41,-2.4,100,54%,15%,,,-0.5,103,73%,18%,,,-0.2,102,74%,19%,,,46%,3%,2017
125826,29,18,11,-1,100,69%,10%,,,-1.5,102,72%,21%,,,-1.4,100,66%,7%,,,52%,0%,2017
123696,9,6,3,-2.3,101,44%,11%,,,1.4,104,67%,33%,,,-1.7,101,44%,11%,,,33%,0%,2017
123804,42,16,26,-0.1,103,69%,17%,,,2.4,103,71%,14%,,,0.9,103,76%,10%,,,62%,5%,2017
142452,91,44,47,0.9,107,88%,37%,,,-2.5,107,87%,34%,,,-0.7,105,80%,33%,,,77%,4%,2017
124193,57,33,24,-2.5,105,72%,33%,,,-0.7,107,81%,44%,,,-3.3,103,79%,18%,,,67%,12%,2017
123403,21,10,11,1.8,106,90%,19%,,,-0.5,105,86%,14%,,,-0.1,104,76%,14%,,,71%,5%,2017
107827,,,,,,,,,,,,,,,,,,,,,,,,2017
108381,31,17,14,2.8,109,97%,42%,,,1,109,94%,42%,,,1.1,107,94%,29%,,,90%,13%,2017
116919,17,7,10,6.5,112,94%,59%,,,4,114,94%,71%,,,4.1,110,94%,41%,,,82%,35%,2017
113267,32,18,14,-3.7,100,63%,9%,,,-2.3,103,66%,16%,,,-2.9,101,59%,9%,,,50%,0%,2017
131145,57,31,26,3.4,108,91%,39%,,,0.1,107,89%,35%,,,2.1,107,82%,35%,,,74%,9%,2017
140407,50,30,20,0.8,104,76%,26%,,,-5,106,82%,26%,,,2,105,84%,26%,,,58%,4%,2017
119262,30,19,11,-1.3,101,60%,10%,,,-0.1,103,77%,13%,,,-1.8,101,57%,7%,,,47%,3%,2017
138393,55,24,31,1.4,104,75%,24%,,,0.8,107,80%,42%,,,1.7,105,78%,25%,,,65%,13%,2017
107103,38,15,23,-1.5,101,63%,11%,,,1,106,74%,42%,,,0.1,103,71%,18%,,,58%,3%,2017
113060,11,7,4,2,108,82%,45%,,,0.3,105,73%,18%,,,-1,102,64%,18%,,,55%,18%,2017
139570,32,15,17,0.3,103,75%,13%,,,0.9,105,81%,19%,,,0.5,103,75%,13%,,,72%,3%,2017
112642,9,6,3,-2.1,104,78%,22%,,,0.1,106,78%,11%,,,-3.3,103,67%,33%,,,44%,22%,2017
112243,39,21,18,-3.5,102,62%,18%,,,-6.3,105,77%,28%,,,-3.6,102,62%,13%,,,49%,0%,2017
111100,31,16,15,0,103,71%,13%,,,0.1,107,77%,32%,,,3,106,74%,29%,,,55%,13%,2017
141848,5,,,,,,,,,,,,,,,,,,,,,,,2017
134214,42,21,21,-5.3,97,38%,12%,,,0.2,101,52%,12%,,,-5.6,96,31%,7%,,,26%,2%,2017
138555,18,8,10,1.5,103,72%,17%,,,3,105,83%,17%,,,2.8,104,83%,11%,,,61%,6%,2017
135607,44,21,23,1,105,75%,32%,,,-0.5,107,84%,36%,,,0.7,105,82%,27%,,,70%,11%,2017
106029,27,14,13,-1.1,102,70%,7%,,,4.2,104,67%,26%,,,0.5,104,78%,11%,,,63%,0%,2017
142752,46,20,26,0.5,107,85%,35%,,,0.7,108,93%,35%,,,0.2,107,89%,33%,,,80%,17%,2017
108326,36,21,15,-2.1,100,58%,6%,,,0.7,103,58%,25%,,,-2.9,100,61%,3%,,,39%,0%,2017
141061,18,13,5,-0.4,105,78%,39%,,,-1.3,106,78%,28%,,,-4.1,101,67%,17%,,,56%,11%,2017
105776,57,30,27,-1.5,99,53%,7%,,,0.6,103,75%,18%,,,-0.3,101,63%,12%,,,44%,5%,2017
106587,30,18,12,3,107,80%,50%,,,1.6,109,87%,47%,,,1.6,106,83%,37%,,,77%,17%,2017
106834,43,22,21,2.4,104,70%,16%,,,3.7,106,88%,21%,,,3.7,106,88%,28%,,,67%,5%,2017
102501,94,45,49,-2.2,103,72%,23%,,,-0.8,108,85%,44%,,,-1.9,103,69%,23%,,,63%,12%,2017
134343,53,22,31,-0.9,101,55%,13%,,,1.1,102,57%,15%,,,0.2,103,62%,13%,,,42%,9%,2017
102898,112,63,49,0.4,106,78%,33%,,,-0.9,108,81%,40%,,,-0.4,105,74%,29%,,,69%,12%,2017
144881,,,,,,,,,,,,,,,,,,,,,,,,2017
126360,23,15,8,-1.4,102,61%,13%,,,-0.7,104,65%,26%,,,-0.8,102,70%,13%,,,48%,4%,2017
109121,57,22,35,-2,106,84%,23%,,,3.3,109,88%,49%,,,0.6,108,89%,46%,,,82%,18%,2017
142175,,,,,,,,,,,,,,,,,,,,,,,,2017
141340,19,7,12,-0.1,103,63%,26%,,,-0.6,104,68%,21%,,,0.5,104,63%,21%,,,58%,11%,2017
139987,12,5,7,6.9,112,100%,75%,,,0.1,112,100%,67%,,,5.7,110,100%,75%,,,92%,8%,2017
123022,25,14,11,0.1,106,72%,40%,,,-0.8,104,76%,20%,,,-2.9,103,68%,12%,,,56%,8%,2017
122808,9,5,4,-2.9,102,56%,22%,,,2.4,104,67%,22%,,,-4.9,100,56%,11%,,,33%,0%,2017
121617,3,,,,,,,,,,,,,,,,,,,,,,,2017
113677,29,16,13,0.8,107,79%,41%,,,0.4,107,93%,38%,,,0.5,106,83%,41%,,,62%,21%,2017
121993,9,3,6,-1.3,105,78%,33%,,,-0.5,106,89%,22%,,,-1.8,104,56%,33%,,,56%,11%,2017
119520,2,,,,,,,,,,,,,,,,,,,,,,,2017
114420,56,34,22,-2.7,103,73%,11%,,,0.3,102,71%,5%,,,-5.4,100,57%,7%,,,50%,2%,2017
115653,8,4,4,3.9,110,88%,75%,,,3,106,88%,38%,,,2.6,108,100%,38%,,,88%,25%,2017
100930,54,29,25,4.2,104,72%,24%,,,3.5,108,89%,41%,,,4.9,106,91%,26%,,,65%,9%,2017
103771,29,14,15,2.1,104,90%,17%,,,3.2,109,86%,45%,,,3.2,106,90%,21%,,,79%,10%,2017
124196,37,22,15,-1.1,102,65%,27%,,,1.6,104,68%,24%,,,0.6,103,73%,27%,,,57%,19%,2017
114107,27,12,15,2.3,107,78%,37%,,,0.6,108,85%,52%,,,2.3,106,85%,37%,,,74%,11%,2017
119180,23,8,15,-0.7,101,57%,13%,,,1.5,102,65%,9%,,,2,104,91%,13%,,,52%,4%,2017
123850,36,20,16,3.6,108,78%,61%,,,0.5,109,81%,44%,,,3,108,83%,44%,,,69%,11%,2017
140912,16,9,7,0.5,107,88%,38%,,,-2.6,107,94%,44%,,,-2.1,103,75%,6%,,,63%,6%,2017
120863,14,10,4,0.9,103,64%,21%,,,-1.5,101,57%,14%,,,0.6,103,71%,29%,,,43%,0%,2017
142122,,,,,,,,,,,,,,,,,,,,,,,,2017
142393,70,35,35,-6.4,98,49%,14%,,,0.1,100,47%,7%,,,-7.3,97,41%,4%,,,30%,1%,2017
120614,16,3,13,-1.1,101,63%,6%,,,-3.8,105,81%,25%,,,-0.5,102,69%,13%,,,50%,0%,2017
108470,27,17,10,0.3,101,67%,7%,,,3.7,106,85%,19%,,,0.9,102,74%,7%,,,52%,4%,2017
120169,15,10,5,3,109,73%,47%,,,0.1,108,73%,53%,,,-0.6,104,60%,27%,,,60%,20%,2017
101301,76,34,42,-3.1,101,58%,13%,,,-1.4,103,63%,16%,,,-1.8,102,63%,12%,,,46%,1%,2017
141966,,,,,,,,,,,,,,,,,,,,,,,,2017
120193,15,6,9,2.2,110,80%,60%,,,-3.4,106,67%,33%,,,0.2,107,80%,40%,,,67%,0%,2017
105340,14,8,6,1.3,105,86%,14%,,,2.1,104,86%,21%,,,-0.7,103,79%,0%,,,64%,0%,2017
105936,16,5,11,-1.4,103,63%,13%,,,4,108,81%,38%,,,1.9,106,81%,19%,,,56%,6%,2017
101537,39,19,20,0.2,104,85%,13%,,,-0.8,111,97%,62%,,,4.2,108,92%,46%,,,77%,0%,2017
123458,26,10,16,3.4,109,92%,38%,,,1.3,108,88%,31%,,,0.2,105,77%,31%,,,73%,12%,2017
103953,32,16,16,-3.1,101,59%,13%,,,-1.2,105,75%,34%,,,-2.5,102,66%,13%,,,50%,3%,2017
104988,39,16,23,-2.1,102,72%,8%,,,-1.8,105,74%,21%,,,-2.5,102,74%,8%,,,51%,3%,2017
141983,25,10,15,-2.3,99,52%,12%,,,-6.2,102,60%,16%,,,-2.4,99,52%,4%,,,36%,4%,2017
113282,26,11,15,-4.6,100,65%,4%,,,-5.4,101,62%,12%,,,-1.4,103,73%,12%,,,42%,0%,2017
112608,47,22,25,-6.7,101,53%,19%,,,-3.7,106,72%,28%,,,-2.7,105,83%,19%,,,53%,9%,2017
143282,60,31,29,0.2,105,73%,35%,,,0.9,105,77%,27%,,,-0.6,104,80%,27%,,,67%,17%,2017
115681,61,28,33,5,111,87%,61%,,,1.1,110,87%,57%,,,2.4,108,87%,48%,,,84%,15%,2017
121061,10,4,6,4,109,80%,50%,,,5.7,109,90%,40%,,,2.1,107,80%,40%,,,80%,30%,2017
136447,24,10,14,0.9,108,83%,38%,,,-0.4,109,88%,54%,,,-1,105,71%,25%,,,63%,13%,2017
140929,58,31,27,0.4,107,81%,38%,,,-1.7,106,86%,28%,,,0.8,107,90%,34%,,,78%,10%,2017
142270,17,6,11,-0.2,103,65%,24%,,,2.3,103,76%,18%,,,-1,103,71%,24%,,,47%,12%,2017
140501,50,32,18,-1,104,66%,26%,,,-0.5,104,64%,26%,,,0.4,105,74%,26%,,,62%,8%,2017
134155,53,20,33,-1.9,101,64%,23%,,,0.5,105,74%,34%,,,-1.7,102,75%,9%,,,62%,4%,2017
117888,60,26,34,0.6,105,82%,22%,,,1.2,106,85%,25%,,,-0.8,103,73%,20%,,,63%,8%,2017
114996,30,19,11,4.8,108,90%,40%,,,4.2,113,90%,60%,,,6,112,90%,60%,,,90%,33%,2017
107986,39,20,19,2.6,107,85%,38%,,,1,106,82%,31%,,,2,106,79%,38%,,,69%,18%,2017
102023,87,41,46,0,101,55%,14%,,,5,109,86%,48%,,,5.4,108,93%,32%,,,55%,13%,2017
