URN,KS2 Pupils,KS2 Boys,KS2 Girls,Reading Progress,Reading Score,Reading Meet Std,Reading Exceed Std,Reading Progress Band,Reading Progress Desc,Writing Progress,Writing Score,Writing Meet Std,Writing Exceed Std,Writing Progress Band,Writing Progress Desc,Maths Progress,Maths Score,Maths Meet Std,Maths Exceed Std,Maths Progress Band,Maths Progress Desc,Overall Meet Std,Overall Exceed Std,Academic Year
121359,41,26,15,-0.6,105,66%,32%,,,-1.7,106,76%,27%,,,-0.8,103,71%,20%,,,59%,2%,2017
110523,61,25,36,3.1,107,80%,46%,,,1.5,110,84%,59%,,,2.3,106,80%,38%,,,75%,16%,2017
134791,70,43,27,-1.3,106,74%,29%,,,-3.9,107,83%,37%,,,-2.6,104,79%,27%,,,63%,4%,2017
122962,15,13,2,-6,88,7%,0%,,,-9.2,90,0%,0%,,,-8.9,84,0%,0%,,,0%,0%,2017
133316,14,10,4,-0.8,,0%,0%,,,-1.5,,0%,0%,,,-1.4,,0%,0%,,,0%,0%,2017
109401,14,11,3,-6.7,98,21%,7%,,,-14.6,93,0%,0%,,,-11.7,92,0%,0%,,,0%,0%,2017
113031,8,6,2,-7,,0%,0%,,,-6.5,,0%,0%,,,-6.7,,0%,0%,,,0%,0%,2017
117681,4,,,,,,,,,,,,,,,,,,,,,,,2017
135569,23,16,7,-3.3,,0%,0%,,,-3.4,,0%,0%,,,-5.2,,0%,0%,,,0%,0%,2017
105951,30,12,18,1.2,107,80%,33%,,,-0.6,108,83%,33%,,,2.1,109,83%,43%,,,77%,10%,2017
115710,20,12,8,0.4,100,60%,15%,,,0.3,100,55%,15%,,,0.5,100,45%,15%,,,30%,5%,2017
100357,42,22,20,0.7,105,83%,31%,,,-0.5,107,79%,48%,,,2.8,107,83%,43%,,,74%,19%,2017
123861,32,19,13,2.6,111,94%,41%,,,-0.9,110,94%,44%,,,-0.3,107,94%,28%,,,81%,19%,2017
111461,42,23,19,0.2,107,79%,33%,,,-4,107,86%,29%,,,-0.2,105,76%,21%,,,52%,12%,2017
140151,45,22,23,-1.8,104,78%,16%,,,0.1,107,84%,29%,,,1.8,107,93%,36%,,,73%,9%,2017
121648,35,15,20,3.4,105,71%,29%,,,3.1,107,77%,31%,,,4.2,107,89%,29%,,,66%,14%,2017
124359,61,33,28,0.4,107,90%,30%,,,0.2,108,85%,41%,,,0.3,107,87%,36%,,,79%,20%,2017
138438,54,32,22,-1.4,99,50%,19%,,,-0.1,100,50%,13%,,,-1.5,99,48%,13%,,,35%,4%,2017
113809,16,7,9,2.4,109,94%,44%,,,0.9,107,100%,25%,,,-0.2,106,94%,19%,,,88%,13%,2017
126411,30,16,14,-3.7,105,77%,30%,,,-6.2,108,87%,43%,,,-1.8,106,77%,40%,,,60%,10%,2017
121336,29,12,17,-1.3,101,62%,10%,,,3.7,103,55%,21%,,,0.1,103,66%,10%,,,52%,7%,2017
122334,81,35,46,-0.6,104,70%,27%,,,-0.4,104,67%,21%,,,-2.1,102,69%,14%,,,54%,2%,2017
139165,21,9,12,-0.8,103,57%,19%,,,-1.5,106,76%,19%,,,0.3,103,71%,10%,,,48%,0%,2017
126026,92,46,46,-2.5,102,67%,16%,,,-3.7,102,61%,12%,,,-6.4,98,42%,4%,,,37%,1%,2017
125684,30,14,16,0.6,105,80%,37%,,,0.9,106,83%,37%,,,0.8,105,83%,30%,,,73%,20%,2017
117458,60,28,32,0.7,108,92%,43%,,,0,108,88%,35%,,,-1.7,106,85%,27%,,,78%,22%,2017
137951,37,21,16,4.1,102,57%,8%,,,5.2,104,62%,27%,,,3.1,102,62%,16%,,,38%,3%,2017
119541,16,10,6,1.6,107,88%,38%,,,-1.5,102,69%,6%,,,-2.1,103,69%,13%,,,69%,0%,2017
112765,59,36,23,2.7,108,93%,42%,,,-0.5,108,88%,44%,,,1.9,107,93%,39%,,,78%,17%,2017
137257,34,22,12,2.3,109,82%,50%,,,1,107,74%,41%,,,0.1,106,91%,26%,,,76%,18%,2017
124609,10,2,8,-0.4,102,60%,40%,,,2.3,105,80%,30%,,,0.6,105,70%,30%,,,50%,20%,2017
121603,15,9,6,1.1,107,80%,33%,,,-0.1,107,87%,27%,,,-0.5,106,87%,33%,,,80%,13%,2017
114031,38,15,23,-3.8,99,53%,8%,,,-0.6,104,63%,29%,,,-1.1,102,63%,21%,,,47%,3%,2017
142142,17,9,8,0.6,106,88%,18%,,,-0.5,103,65%,18%,,,-2.5,103,65%,18%,,,59%,0%,2017
105032,46,24,22,-2.4,103,67%,13%,,,-1.7,105,74%,24%,,,-3.4,102,72%,11%,,,61%,7%,2017
121592,11,9,2,3.5,109,91%,45%,,,-1.8,107,91%,36%,,,4.5,110,100%,45%,,,82%,9%,2017
121991,8,6,2,-1.9,103,88%,0%,,,-1.3,105,63%,25%,,,1.4,106,88%,25%,,,63%,0%,2017
121301,15,8,7,-2.3,102,60%,20%,,,-4.9,103,67%,20%,,,-1.9,103,73%,20%,,,47%,0%,2017
134731,48,19,29,2,103,56%,21%,,,0.8,103,60%,13%,,,3,104,67%,15%,,,42%,4%,2017
111516,13,8,5,-1.6,,0%,0%,,,-2.4,,0%,0%,,,-2.3,,0%,0%,,,0%,0%,2017
144959,,,,,,,,,,,,,,,,,,,,,,,,2017
122217,,,,,,,,,,,,,,,,,,,,,,,,2017
140122,20,14,6,-5.3,,0%,0%,,,-3.9,,0%,0%,,,-7.1,,0%,0%,,,0%,0%,2017
134972,11,9,2,-2.2,,0%,0%,,,-2.4,,0%,0%,,,-3.8,,0%,0%,,,0%,0%,2017
102069,11,6,5,-9,,0%,0%,,,-8.3,,0%,0%,,,-9.9,,0%,0%,,,0%,0%,2017
141957,4,,,,,,,,,,,,,,,,,,,,,,,2017
113037,6,6,0,-7.6,,0%,0%,,,-7,,0%,0%,,,-8.1,,0%,0%,,,0%,0%,2017
123329,3,,,,,,,,,,,,,,,,,,,,,,,2017
137997,18,13,5,-8.6,,0%,0%,,,-8.1,,0%,0%,,,-9.1,,0%,0%,,,0%,0%,2017
103878,9,8,1,-3.5,,0%,0%,,,-2.8,,0%,0%,,,-0.9,100,11%,0%,,,0%,0%,2017
100878,12,9,3,0.7,,0%,0%,,,1.5,,0%,0%,,,0.2,,0%,0%,,,0%,0%,2017
134190,12,5,7,-4.1,,0%,0%,,,-4.1,,0%,0%,,,-5,,0%,0%,,,0%,0%,2017
119868,3,,,,,,,,,,,,,,,,,,,,,,,2017
111775,8,8,0,4.4,104,63%,38%,,,5.2,100,63%,25%,,,3.8,101,63%,38%,,,63%,0%,2017
123333,6,5,1,-0.8,,0%,0%,,,0.2,,0%,0%,,,-0.7,,0%,0%,,,0%,0%,2017
105274,24,17,7,-2,108,4%,0%,,,-2.6,102,4%,0%,,,-1,106,4%,0%,,,4%,0%,2017
138634,12,11,1,-7.9,94,8%,8%,,,-6,94,8%,0%,,,-6,88,8%,0%,,,0%,0%,2017
135827,5,,,,,,,,,,,,,,,,,,,,,,,2017
111508,5,,,,,,,,,,,,,,,,,,,,,,,2017
113638,6,6,0,0.1,,0%,0%,,,0,,0%,0%,,,0,,0%,0%,,,0%,0%,2017
100378,24,19,5,-6.1,,0%,0%,,,-6.2,,0%,0%,,,-6.8,,0%,0%,,,0%,0%,2017
142722,4,,,,,,,,,,,,,,,,,,,,,,,2017
142940,,,,,,,,,,,,,,,,,,,,,,,,2017
139728,5,,,,,,,,,,,,,,,,,,,,,,,2017
106278,7,6,1,-4.4,98,29%,0%,,,-4.7,93,0%,0%,,,,88,0%,0%,,,0%,0%,2017
131748,17,12,5,-7.4,,0%,0%,,,-7.1,,0%,0%,,,-8.2,,0%,0%,,,0%,0%,2017
134030,14,9,5,-4.2,,0%,0%,,,-4.2,,0%,0%,,,-3.5,,0%,0%,,,0%,0%,2017
113040,15,9,6,,,0%,0%,,,,,0%,0%,,,,,0%,0%,,,0%,0%,2017
134305,53,34,19,-4,99,47%,4%,,,-6.1,100,53%,6%,,,-3.5,99,51%,0%,,,26%,0%,2017
111858,45,23,22,0,104,73%,24%,,,1.5,103,67%,16%,,,-0.8,103,80%,13%,,,64%,9%,2017
109625,,,,,,,,,,,,,,,,,,,,,,,,2017
125849,26,11,15,-0.8,106,85%,27%,,,-1.8,106,85%,27%,,,-2.3,104,77%,15%,,,65%,4%,2017
136232,32,22,10,-1.8,100,50%,6%,,,-0.4,106,88%,38%,,,1.5,104,69%,25%,,,47%,3%,2017
108787,50,27,23,-4.3,102,62%,22%,,,-0.3,106,66%,32%,,,-1.7,105,74%,24%,,,58%,16%,2017
108355,49,22,27,2.6,108,94%,39%,,,0.7,111,94%,55%,,,3.8,109,96%,55%,,,86%,18%,2017
140638,17,10,7,2.8,107,94%,29%,,,3.3,109,94%,47%,,,1.8,107,88%,24%,,,88%,12%,2017
119658,21,14,7,-3.2,99,48%,5%,,,-1.2,102,71%,14%,,,-1.6,100,71%,10%,,,38%,5%,2017
139115,90,45,45,3.6,105,72%,36%,,,2.2,111,88%,60%,,,3.3,106,78%,30%,,,62%,11%,2017
102336,30,13,17,1.9,108,87%,37%,,,-1.4,111,87%,67%,,,3.3,109,90%,57%,,,67%,17%,2017
144470,,,,,,,,,,,,,,,,,,,,,,,,2017
101125,28,14,14,1,103,79%,7%,,,1.1,110,93%,57%,,,4.4,107,93%,32%,,,75%,0%,2017
108715,30,18,12,2.2,108,87%,27%,,,3.2,110,90%,43%,,,2.6,108,87%,37%,,,83%,27%,2017
109254,30,12,18,1.6,109,90%,40%,,,0.3,108,90%,47%,,,0.8,106,87%,33%,,,80%,17%,2017
116279,29,17,12,1.1,107,86%,38%,,,-1.1,106,90%,28%,,,-2.4,103,83%,7%,,,66%,3%,2017
113463,21,11,10,-2.9,103,67%,5%,,,-2.6,106,90%,24%,,,-1.8,104,90%,14%,,,57%,0%,2017
140844,23,12,11,-3.9,103,65%,22%,,,1,107,83%,43%,,,-0.6,106,87%,35%,,,61%,13%,2017
105553,44,26,18,-0.8,102,61%,16%,,,-4.1,104,70%,18%,,,0.5,103,73%,14%,,,55%,7%,2017
103947,31,19,12,0.2,104,71%,19%,,,-0.1,107,77%,39%,,,2,106,81%,26%,,,71%,6%,2017
126023,71,30,41,-3.6,100,54%,14%,,,-10.6,103,68%,17%,,,-4.9,99,46%,10%,,,21%,0%,2017
139254,30,19,11,1,98,40%,13%,,,0.3,99,50%,13%,,,1.4,99,47%,17%,,,37%,3%,2017
115073,12,7,5,-0.1,101,67%,17%,,,1,104,75%,8%,,,-1.2,101,50%,8%,,,42%,8%,2017
138182,29,14,15,-1.1,102,52%,24%,,,1.8,102,48%,21%,,,-2.3,102,52%,17%,,,38%,10%,2017
107727,,,,,,,,,,,,,,,,,,,,,,,,2017
118480,57,35,22,-1.6,103,68%,18%,,,-1.1,104,72%,19%,,,0,104,72%,16%,,,53%,2%,2017
131638,61,28,33,-0.2,101,64%,13%,,,1.7,104,74%,16%,,,0.4,102,77%,8%,,,51%,3%,2017
125961,125,62,63,-1.6,103,64%,20%,,,-2.9,103,64%,19%,,,-2.5,102,58%,16%,,,46%,2%,2017
115575,25,16,9,0.2,103,64%,24%,,,-1.7,103,64%,16%,,,-2,101,64%,8%,,,48%,8%,2017
139668,30,15,15,0.3,106,77%,30%,,,-6.1,106,80%,27%,,,-2.1,103,70%,13%,,,53%,0%,2017
106347,30,15,15,0.8,108,87%,30%,,,-3.5,107,80%,30%,,,0.6,108,83%,37%,,,73%,7%,2017
123057,28,15,13,-1.3,107,82%,43%,,,-2.5,107,86%,32%,,,0.6,108,93%,43%,,,79%,14%,2017
103084,53,30,23,1.2,106,75%,38%,,,-0.6,108,85%,43%,,,-1.4,103,68%,21%,,,62%,15%,2017
100029,28,14,14,2.9,107,82%,25%,,,1.7,110,93%,46%,,,3.1,106,86%,32%,,,71%,14%,2017
140705,40,24,16,-1.8,104,78%,20%,,,-0.9,107,88%,38%,,,-0.1,106,83%,23%,,,70%,8%,2017
113392,58,30,28,4.9,108,90%,40%,,,-0.2,107,90%,38%,,,0.5,104,81%,21%,,,71%,7%,2017
137666,13,9,4,4.1,108,85%,31%,,,3.1,109,85%,31%,,,2.9,108,85%,23%,,,85%,15%,2017
124334,12,5,7,0.1,107,83%,42%,,,-1.9,109,83%,50%,,,-0.5,107,83%,42%,,,67%,17%,2017
106103,20,9,11,-1.2,101,60%,5%,,,-0.9,104,80%,15%,,,-0.5,102,65%,15%,,,45%,0%,2017
119318,35,15,20,-1.3,102,63%,9%,,,1.1,107,91%,26%,,,2.9,106,97%,29%,,,63%,9%,2017
114022,20,13,7,-0.9,104,75%,15%,,,1.4,105,80%,25%,,,-1.6,103,90%,5%,,,75%,0%,2017
102903,118,63,55,4.3,110,91%,51%,,,1,111,92%,63%,,,2.8,108,91%,41%,,,81%,14%,2017
139704,68,42,26,-0.8,101,63%,9%,,,1.1,106,81%,31%,,,1,103,82%,12%,,,60%,3%,2017
134075,35,18,17,4.4,103,66%,20%,,,7.3,105,86%,29%,,,7.6,107,91%,34%,,,66%,6%,2017
139295,53,29,24,-0.2,108,77%,42%,,,-3.8,108,83%,45%,,,-0.9,106,83%,32%,,,66%,9%,2017
130867,64,32,32,2.8,108,83%,45%,,,0.5,108,80%,50%,,,0.6,106,77%,41%,,,70%,23%,2017
114567,63,32,31,1.9,108,90%,33%,,,1.8,107,86%,27%,,,-0.5,105,83%,25%,,,79%,13%,2017
104189,29,19,10,4,105,83%,17%,,,3.5,107,93%,28%,,,5.5,107,97%,28%,,,76%,7%,2017
140630,5,,,,,,,,,,,,,,,,,,,,,,,2017
141324,50,29,21,1,100,60%,8%,,,3.4,105,76%,28%,,,2.1,102,84%,10%,,,58%,4%,2017
124108,26,12,14,-2.1,101,50%,15%,,,0.7,102,65%,15%,,,-1.8,102,65%,12%,,,42%,8%,2017
143394,57,23,34,2,104,68%,28%,,,0.5,106,81%,33%,,,2.2,104,77%,21%,,,65%,7%,2017
103656,29,17,12,0.1,105,79%,31%,,,2,108,93%,38%,,,1.3,106,83%,34%,,,76%,14%,2017
112866,13,5,8,-2.8,101,54%,8%,,,0.7,100,46%,0%,,,-2,102,69%,15%,,,54%,0%,2017
131120,45,27,18,2.1,106,80%,33%,,,0.6,106,78%,33%,,,-1.2,103,73%,18%,,,71%,7%,2017
118615,18,12,6,4.2,111,100%,50%,,,2.3,112,100%,67%,,,2.1,108,100%,33%,,,100%,22%,2017
137787,63,37,26,-2.3,101,67%,19%,,,2.1,105,71%,30%,,,-2.3,101,70%,11%,,,62%,6%,2017
121055,16,5,11,0.2,106,88%,31%,,,0.5,108,94%,38%,,,-0.8,105,94%,25%,,,81%,13%,2017
116399,12,7,5,3.7,109,83%,58%,,,3.8,109,83%,50%,,,0.9,107,83%,33%,,,75%,25%,2017
118387,14,8,6,-4.3,104,71%,14%,,,-1.5,103,79%,7%,,,-6,102,50%,7%,,,43%,7%,2017
106564,30,14,16,2.4,104,77%,30%,,,0.4,105,73%,23%,,,-0.3,102,67%,20%,,,60%,10%,2017
130358,30,12,18,2,104,60%,13%,,,3.7,107,83%,23%,,,2.1,104,77%,17%,,,53%,7%,2017
124203,56,23,33,-2.2,101,55%,9%,,,-2.9,102,66%,18%,,,-1,102,66%,20%,,,41%,2%,2017
115289,45,21,24,2.4,107,87%,42%,,,-1.2,109,91%,56%,,,1.4,106,80%,40%,,,73%,16%,2017
102699,,,,,,,,,,,,,,,,,,,,,,,,2017
123946,2,,,,,,,,,,,,,,,,,,,,,,,2017
122947,6,4,2,,,0%,0%,,,,,0%,0%,,,,,0%,0%,,,0%,0%,2017
111316,30,17,13,-2.3,102,63%,17%,,,-0.9,105,80%,23%,,,0.2,105,83%,27%,,,60%,0%,2017
101046,28,13,15,3.8,111,93%,64%,,,2.5,112,100%,57%,,,1.5,109,93%,54%,,,86%,32%,2017
104384,24,10,14,0.9,105,79%,29%,,,3,107,88%,25%,,,0.5,105,79%,13%,,,58%,13%,2017
114817,24,12,12,0.2,103,67%,17%,,,0.7,105,71%,17%,,,-0.1,103,75%,13%,,,58%,8%,2017
113796,12,8,4,3.2,105,83%,25%,,,2.4,107,83%,33%,,,2.1,105,58%,33%,,,58%,17%,2017
115090,22,13,9,-2.8,103,68%,14%,,,0.3,104,82%,14%,,,-1.5,104,68%,27%,,,59%,9%,2017
123021,61,35,26,1.3,107,87%,33%,,,-1.7,108,90%,41%,,,0.2,106,84%,28%,,,61%,16%,2017
121642,47,27,20,4.4,110,89%,53%,,,2,109,91%,40%,,,0.7,106,81%,30%,,,77%,26%,2017
115127,6,3,3,-2.5,106,67%,33%,,,-6.9,105,67%,33%,,,-3,107,67%,33%,,,67%,0%,2017
142724,30,18,12,1.2,106,83%,30%,,,0,107,90%,33%,,,1.8,107,90%,30%,,,73%,10%,2017
112921,63,34,29,-4,102,57%,21%,,,-5.8,103,65%,22%,,,-4.4,101,59%,13%,,,38%,0%,2017
123511,58,36,22,-0.8,104,74%,26%,,,0.6,106,76%,33%,,,1.6,106,84%,33%,,,71%,12%,2017
105544,60,31,29,1.9,107,87%,28%,,,0.4,112,92%,62%,,,3.8,109,93%,40%,,,82%,8%,2017
119459,7,2,5,5,107,86%,57%,,,-0.9,104,86%,14%,,,-0.2,102,71%,0%,,,71%,0%,2017
102421,29,15,14,1.5,108,86%,45%,,,1.4,111,93%,59%,,,3,109,97%,52%,,,86%,24%,2017
103456,30,18,12,-0.3,105,60%,23%,,,-0.6,106,80%,37%,,,2.5,106,73%,37%,,,50%,10%,2017
136109,53,30,23,-2.1,102,57%,11%,,,-2.6,105,74%,17%,,,-1.6,103,68%,4%,,,45%,2%,2017
124380,29,14,15,-0.2,104,79%,21%,,,-1.6,104,69%,24%,,,1.2,105,83%,34%,,,72%,3%,2017
142600,30,20,10,-2.5,102,67%,17%,,,-4.8,108,90%,40%,,,-0.6,104,73%,23%,,,53%,0%,2017
111901,3,,,,,,,,,,,,,,,,,,,,,,,2017
102774,36,14,22,4.7,110,94%,53%,,,2.4,109,89%,42%,,,1.9,107,97%,31%,,,89%,22%,2017
125645,5,,,,,,,,,,,,,,,,,,,,,,,2017
121053,18,10,8,0.8,105,67%,33%,,,4.6,103,56%,28%,,,-1.2,105,72%,28%,,,61%,17%,2017
137741,134,60,74,-3.3,103,60%,25%,,,-0.2,103,59%,27%,,,-4.9,101,59%,10%,,,50%,7%,2017
118526,30,18,12,-2,101,60%,10%,,,-0.6,102,57%,13%,,,-1.7,102,67%,10%,,,50%,7%,2017
113262,3,,,,,,,,,,,,,,,,,,,,,,,2017
120422,10,3,7,2.5,102,70%,10%,,,4.4,101,60%,10%,,,-1.8,98,50%,10%,,,40%,0%,2017
106429,27,11,16,1.5,106,81%,33%,,,1.1,107,78%,33%,,,-0.7,104,70%,22%,,,63%,11%,2017
139358,59,30,29,-0.2,104,73%,31%,,,-0.8,107,78%,32%,,,0.2,105,76%,29%,,,64%,7%,2017
109061,22,11,11,3.6,108,86%,50%,,,-3.3,106,73%,32%,,,-1.9,103,68%,18%,,,64%,14%,2017
130971,23,15,8,-0.7,104,61%,22%,,,0.1,106,61%,39%,,,0.1,103,65%,13%,,,52%,9%,2017
119411,52,23,29,-0.8,102,63%,19%,,,3.3,103,65%,19%,,,0,103,75%,13%,,,58%,10%,2017
125727,27,13,14,-1.5,103,67%,26%,,,-1.5,106,70%,33%,,,-1.4,103,70%,26%,,,56%,15%,2017
102497,86,44,42,-2.4,102,65%,20%,,,0.3,105,73%,29%,,,-1.7,103,69%,21%,,,58%,9%,2017
120084,84,47,37,-1.1,102,69%,23%,,,1.6,109,89%,51%,,,2.3,106,87%,35%,,,65%,13%,2017
125972,20,5,15,-3.1,102,70%,10%,,,-2.1,104,60%,20%,,,-4.8,100,65%,0%,,,65%,0%,2017
117140,31,16,15,2,108,90%,42%,,,-0.6,108,90%,48%,,,0.5,107,90%,39%,,,81%,16%,2017
136825,24,13,11,0.6,101,58%,13%,,,1,102,54%,8%,,,-2.4,96,42%,0%,,,38%,0%,2017
120546,58,17,41,-0.2,105,71%,29%,,,0.5,109,90%,50%,,,0.5,105,90%,17%,,,67%,7%,2017
107067,59,32,27,-0.3,104,80%,17%,,,-1.3,105,73%,27%,,,-2.4,102,64%,12%,,,54%,3%,2017
102332,61,32,29,2.5,106,95%,18%,,,2.8,110,97%,48%,,,2.5,106,90%,20%,,,85%,8%,2017
120156,11,3,8,-1,103,73%,18%,,,0.8,103,82%,0%,,,0.5,105,82%,18%,,,64%,0%,2017
121321,87,47,40,-0.4,102,61%,18%,,,-0.8,104,69%,23%,,,0.1,103,69%,22%,,,52%,8%,2017
107765,197,100,97,-1.3,105,78%,26%,,,-2.2,105,77%,22%,,,-2.7,103,74%,24%,,,59%,8%,2017
120218,50,21,29,2.4,105,78%,28%,,,3.6,107,86%,34%,,,1.7,105,80%,28%,,,68%,18%,2017
119613,6,3,3,3,108,83%,33%,,,4.1,107,83%,17%,,,2.1,107,100%,33%,,,83%,17%,2017
134898,57,21,36,1.7,107,89%,39%,,,2.9,109,93%,46%,,,-0.2,105,88%,28%,,,82%,16%,2017
124682,60,31,29,-0.1,106,78%,28%,,,-1.9,106,80%,23%,,,-1.9,104,75%,22%,,,62%,12%,2017
118683,14,7,7,2.2,107,86%,36%,,,3.5,107,86%,50%,,,3.2,108,86%,43%,,,86%,29%,2017
111804,14,7,7,1.4,105,79%,36%,,,0.1,104,79%,14%,,,0,104,71%,14%,,,64%,0%,2017
107917,29,12,17,4.3,110,93%,55%,,,-1.5,109,90%,48%,,,1.3,107,93%,41%,,,83%,14%,2017
135351,58,28,30,-0.5,100,66%,5%,,,-0.4,104,81%,12%,,,0.4,102,67%,5%,,,53%,3%,2017
119342,55,32,23,0.4,104,76%,27%,,,-0.1,105,84%,18%,,,-0.8,103,89%,7%,,,67%,7%,2017
120158,11,7,4,1.7,106,82%,36%,,,-1.2,107,91%,18%,,,-0.2,104,73%,18%,,,55%,0%,2017
109116,87,49,38,0.1,108,89%,40%,,,2.1,110,93%,55%,,,-0.6,107,90%,37%,,,83%,20%,2017
120866,1,,,,,,,,,,,,,,,,,,,,,,,2017
116037,47,21,26,-1.2,104,70%,21%,,,0.4,107,83%,34%,,,2.4,107,87%,32%,,,64%,13%,2017
142757,30,12,18,1.8,105,87%,10%,,,1.8,109,93%,47%,,,3.1,105,90%,17%,,,77%,3%,2017
109237,15,6,9,3.6,107,80%,47%,,,1.9,107,93%,27%,,,6.3,111,93%,53%,,,73%,20%,2017
133757,41,26,15,-1,99,54%,12%,,,-0.1,103,59%,17%,,,0.6,102,71%,5%,,,39%,0%,2017
139378,90,35,55,-5.4,98,50%,7%,,,-3.7,102,69%,19%,,,-6.3,97,41%,6%,,,32%,1%,2017
107840,63,25,38,1.5,107,86%,37%,,,-6.8,105,87%,24%,,,-1.2,104,87%,11%,,,43%,8%,2017
132228,44,26,18,-1.8,101,57%,23%,,,-2.1,103,70%,23%,,,-1.6,102,59%,18%,,,50%,2%,2017
110369,71,38,33,-2.6,103,63%,23%,,,1.2,105,75%,24%,,,-1.5,105,89%,11%,,,59%,4%,2017
142106,9,6,3,4.5,110,78%,44%,,,-1.9,107,89%,44%,,,1.2,107,100%,22%,,,67%,0%,2017
137249,180,96,84,-1.7,105,78%,27%,,,-1.7,106,80%,32%,,,-2.5,104,78%,19%,,,68%,7%,2017
125526,56,33,23,0.1,107,79%,38%,,,-2,106,73%,32%,,,-1.8,105,79%,36%,,,70%,16%,2017
131219,59,26,33,-0.5,104,68%,31%,,,-1.4,107,83%,37%,,,0.3,105,73%,25%,,,58%,7%,2017
114390,14,9,5,-2.8,102,64%,14%,,,-2.7,105,86%,29%,,,-2.5,103,71%,21%,,,43%,0%,2017
137624,25,16,9,3.3,107,92%,20%,,,2.1,108,84%,32%,,,2.1,106,84%,28%,,,76%,4%,2017
118373,7,2,5,-4.5,99,71%,0%,,,-5.2,102,86%,14%,,,-2.3,101,71%,0%,,,43%,0%,2017
141209,,,,,,,,,,,,,,,,,,,,,,,,2017
119344,31,15,16,1.3,104,77%,26%,,,2.9,111,90%,71%,,,4.7,108,94%,29%,,,74%,13%,2017
138891,88,49,39,1.4,106,84%,27%,,,0.8,106,86%,33%,,,1.4,105,84%,18%,,,75%,6%,2017
138805,24,13,11,0,106,79%,33%,,,-2.5,106,83%,25%,,,0.5,106,83%,38%,,,71%,13%,2017
122585,59,33,26,-3.6,101,58%,8%,,,-1.9,103,73%,14%,,,-0.6,104,76%,19%,,,54%,2%,2017
120386,15,9,6,-1.4,102,60%,27%,,,1.2,104,67%,33%,,,-2.2,101,73%,20%,,,60%,7%,2017
102595,56,30,26,1,107,82%,38%,,,0.4,108,93%,46%,,,0.9,106,91%,29%,,,75%,11%,2017
139621,21,13,8,-4.4,101,62%,14%,,,-3.3,105,71%,29%,,,-1.9,104,71%,19%,,,52%,0%,2017
105345,62,29,33,0.2,105,73%,32%,,,2.1,107,79%,37%,,,-2.2,103,73%,15%,,,55%,11%,2017
136435,57,20,37,-0.2,104,75%,26%,,,-0.8,109,93%,46%,,,2.6,107,91%,32%,,,68%,7%,2017
108851,30,13,17,2.1,107,87%,33%,,,-0.9,107,90%,40%,,,2.2,107,90%,37%,,,73%,7%,2017
137183,30,17,13,-3.6,100,60%,7%,,,0.7,103,70%,10%,,,-4.3,99,47%,3%,,,37%,3%,2017
121870,60,30,30,0.8,103,80%,18%,,,0.8,107,82%,30%,,,0,103,68%,17%,,,60%,10%,2017
114408,12,4,8,8.2,108,83%,50%,,,5,105,83%,17%,,,2.8,103,83%,8%,,,83%,8%,2017
138673,30,11,19,-3.3,97,40%,3%,,,-1.5,100,50%,7%,,,-3,98,43%,3%,,,30%,0%,2017
109662,113,52,61,-3.3,105,74%,26%,,,-3.8,106,78%,27%,,,-4,104,72%,19%,,,54%,4%,2017
111198,18,10,8,-0.4,105,78%,28%,,,0.3,107,83%,33%,,,1.4,107,83%,33%,,,78%,11%,2017
133406,38,21,17,-0.7,100,58%,13%,,,0.7,101,55%,11%,,,-0.7,101,74%,11%,,,47%,5%,2017
124720,9,5,4,-2.1,101,56%,22%,,,-3.7,103,56%,33%,,,-0.7,101,67%,11%,,,44%,0%,2017
142553,30,10,20,0.7,108,90%,43%,,,0.6,108,97%,37%,,,0.5,108,87%,33%,,,80%,23%,2017
133702,23,15,8,-2.7,101,30%,4%,,,-2.6,102,48%,0%,,,-2.1,103,39%,9%,,,22%,0%,2017
143128,58,27,31,4.8,106,74%,31%,,,6.7,108,86%,43%,,,3.6,104,84%,19%,,,71%,9%,2017
115733,38,15,23,-0.8,104,76%,21%,,,0.3,107,84%,37%,,,-0.7,104,74%,21%,,,63%,8%,2017
109451,,,,,,,,,,,,,,,,,,,,,,,,2017
141280,7,2,5,-2.2,102,57%,29%,,,2.6,102,71%,14%,,,-4.6,99,43%,14%,,,43%,14%,2017
115999,84,41,43,-0.7,104,73%,29%,,,0.3,106,82%,29%,,,-1.7,103,69%,23%,,,61%,11%,2017
121051,18,11,7,-0.8,106,83%,28%,,,-1.5,103,61%,17%,,,-4,102,67%,6%,,,61%,0%,2017
135145,55,28,27,-1.6,102,67%,15%,,,-3,105,75%,27%,,,-1.2,103,69%,13%,,,56%,2%,2017
106424,69,25,44,0.4,105,71%,30%,,,1.4,109,87%,46%,,,0.9,106,84%,32%,,,67%,17%,2017
107883,29,18,11,-1.4,104,69%,28%,,,4.1,110,93%,52%,,,2.4,108,93%,34%,,,66%,24%,2017
112760,84,50,34,-1,105,74%,26%,,,-1.5,108,87%,36%,,,-1.1,105,79%,23%,,,65%,8%,2017
100634,30,12,18,2.5,108,87%,40%,,,2,106,80%,30%,,,0.9,106,77%,43%,,,77%,20%,2017
117288,60,33,27,-2.8,107,80%,37%,,,-4.4,105,80%,27%,,,-4.7,104,77%,27%,,,67%,8%,2017
