URN,KS2 Pupils,KS2 Boys,KS2 Girls,Reading Progress,Reading Score,Reading Meet Std,Reading Exceed Std,Reading Progress Band,Reading Progress Desc,Writing Progress,Writing Score,Writing Meet Std,Writing Exceed Std,Writing Progress Band,Writing Progress Desc,Maths Progress,Maths Score,Maths Meet Std,Maths Exceed Std,Maths Progress Band,Maths Progress Desc,Overall Meet Std,Overall Exceed Std,Academic Year
141600,90,56,34,-1.9,104,70%,29%,4,Below Average,-1.3,105,77%,37%,4,Below Average,-1.8,103,76%,23%,4,Below Average,66%,11%,2018
124655,44,22,22,-0.2,103,68%,20%,3,Average,2.5,107,82%,34%,2,Above Average,0.6,103,77%,20%,3,Average,64%,14%,2018
106076,80,45,35,-3.1,104,74%,25%,5,Well Below Average,-1.8,106,79%,35%,4,Below Average,-1.5,105,75%,16%,4,Below Average,60%,9%,2018
146278,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
123049,36,21,15,2.5,103,75%,25%,2,Above Average,5.4,104,72%,33%,1,Well Above Average,2.6,103,67%,28%,2,Above Average,58%,14%,2018
118348,29,13,16,-1.1,104,79%,21%,3,Average,0,104,90%,14%,3,Average,0.6,105,90%,24%,3,Average,76%,14%,2018
140504,53,30,23,2.3,108,91%,36%,2,Above Average,2.9,109,89%,45%,1,Well Above Average,2.7,107,91%,28%,2,Above Average,87%,13%,2018
101259,52,29,23,-1.2,104,73%,25%,3,Average,-2.1,108,79%,44%,4,Below Average,1.7,106,81%,25%,2,Above Average,63%,2%,2018
118849,107,57,50,0.2,108,86%,43%,3,Average,1.7,107,85%,34%,2,Above Average,-1.8,105,84%,28%,4,Below Average,79%,21%,2018
138847,87,43,44,-1.1,103,71%,22%,3,Average,0.1,106,77%,38%,3,Average,0.9,105,69%,32%,3,Average,56%,10%,2018
141681,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
107891,31,19,12,-2.2,101,58%,10%,3,Average,0.4,104,77%,26%,3,Average,0.3,103,77%,6%,3,Average,45%,3%,2018
141463,31,18,13,-3,105,74%,32%,5,Well Below Average,2.5,107,84%,32%,2,Above Average,-3.3,104,68%,19%,5,Well Below Average,65%,19%,2018
114208,17,6,11,-0.4,106,76%,29%,3,Average,0.3,107,82%,24%,3,Average,1.1,106,88%,29%,3,Average,71%,12%,2018
135126,57,23,34,-1.5,102,61%,19%,3,Average,0.7,107,82%,46%,3,Average,0.1,103,70%,26%,3,Average,54%,2%,2018
143145,60,24,36,2.1,102,72%,12%,2,Above Average,3.7,102,67%,13%,1,Well Above Average,2.6,102,73%,12%,2,Above Average,62%,7%,2018
121313,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
144348,27,15,12,-2,101,67%,15%,3,Average,-0.4,104,70%,30%,3,Average,-2,101,67%,4%,3,Average,52%,4%,2018
141561,59,32,27,0.4,103,69%,19%,3,Average,2.9,106,73%,37%,1,Well Above Average,2.6,105,73%,25%,2,Above Average,59%,8%,2018
133576,47,24,23,-2.1,101,68%,13%,4,Below Average,1.4,104,70%,34%,3,Average,-0.8,102,70%,15%,3,Average,64%,6%,2018
143409,43,21,22,1.1,106,81%,33%,3,Average,-3.1,105,81%,30%,5,Well Below Average,-1.6,103,70%,19%,3,Average,51%,2%,2018
142364,45,26,19,-2.1,104,76%,20%,4,Below Average,-2.1,104,80%,22%,4,Below Average,-1.3,104,84%,9%,3,Average,67%,0%,2018
135132,52,24,28,4,109,88%,44%,1,Well Above Average,1.4,111,88%,56%,3,Average,4.3,108,92%,38%,1,Well Above Average,79%,13%,2018
143444,43,17,26,-2,103,67%,19%,4,Below Average,-0.7,103,72%,16%,3,Average,-1.5,102,70%,9%,3,Average,53%,2%,2018
144308,87,51,36,1.7,107,86%,39%,2,Above Average,1.9,105,76%,29%,2,Above Average,1,106,84%,28%,3,Average,79%,21%,2018
102741,84,38,46,6.5,111,93%,56%,1,Well Above Average,4.1,115,94%,86%,1,Well Above Average,6,109,94%,50%,1,Well Above Average,89%,18%,2018
104519,28,16,12,-5.2,98,39%,11%,5,Well Below Average,-1.5,100,43%,14%,3,Average,-3.5,99,46%,11%,5,Well Below Average,32%,4%,2018
133437,47,27,20,-1.6,103,70%,19%,3,Average,0.5,105,77%,28%,3,Average,2.4,106,87%,32%,2,Above Average,64%,11%,2018
116373,30,14,16,1,107,87%,37%,3,Average,-0.9,106,87%,40%,3,Average,-1,104,83%,27%,3,Average,80%,10%,2018
125507,25,9,16,0.6,105,84%,36%,3,Average,1.3,108,88%,44%,3,Average,1.9,106,88%,20%,3,Average,76%,8%,2018
111614,56,31,25,-1.2,105,79%,20%,3,Average,1,107,95%,34%,3,Average,0.2,106,84%,25%,3,Average,73%,5%,2018
114967,24,9,15,3.6,109,100%,42%,1,Well Above Average,0.9,109,88%,46%,3,Average,1.6,107,92%,29%,3,Average,88%,13%,2018
123539,11,8,3,2.4,109,100%,36%,3,Average,-1.8,110,100%,55%,3,Average,1.6,108,100%,27%,3,Average,91%,0%,2018
113143,20,10,10,,,0%,0%,,NOT AVAIL,,102,65%,15%,,NOT AVAIL,,,0%,0%,,NOT AVAIL,0%,0%,2018
124706,23,10,13,1.2,107,83%,43%,3,Average,-0.2,107,78%,43%,3,Average,2.3,107,91%,39%,3,Average,78%,13%,2018
144115,12,7,5,-2.5,103,67%,17%,3,Average,0.5,105,83%,25%,3,Average,-0.4,105,83%,17%,3,Average,58%,8%,2018
132089,176,79,97,-2.1,104,72%,23%,4,Below Average,0.2,106,78%,34%,3,Average,-2.6,103,71%,20%,4,Below Average,63%,8%,2018
124575,50,18,32,1.6,108,88%,52%,3,Average,0.3,107,78%,32%,3,Average,1.1,107,86%,30%,3,Average,76%,16%,2018
143958,27,15,12,-0.1,107,85%,30%,3,Average,-1.4,108,93%,37%,3,Average,-1.5,105,85%,26%,3,Average,78%,7%,2018
125108,59,33,26,-2.5,105,80%,27%,4,Below Average,-3.3,103,68%,20%,5,Well Below Average,-3.1,104,81%,19%,4,Below Average,71%,14%,2018
120544,30,17,13,0.1,107,80%,43%,3,Average,0.1,107,83%,30%,3,Average,0,106,80%,30%,3,Average,73%,13%,2018
105195,31,16,15,-0.4,107,94%,45%,3,Average,0.9,110,90%,55%,3,Average,0.8,108,100%,42%,3,Average,90%,23%,2018
119331,28,13,15,-3.2,100,57%,7%,5,Well Below Average,-0.2,100,50%,4%,3,Average,-3.5,99,54%,4%,5,Well Below Average,50%,0%,2018
145180,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
107308,57,30,27,-2.2,103,70%,16%,4,Below Average,-3.2,103,68%,19%,5,Well Below Average,-0.9,103,74%,19%,3,Average,56%,5%,2018
107199,26,13,13,1.1,106,77%,23%,3,Average,0.4,106,73%,23%,3,Average,-0.2,103,81%,23%,3,Average,69%,12%,2018
137641,39,20,19,1.9,108,90%,49%,3,Average,-0.3,108,87%,41%,3,Average,1.3,107,79%,38%,3,Average,72%,15%,2018
119186,56,23,33,2,108,93%,34%,2,Above Average,-0.9,107,91%,34%,3,Average,1.3,106,91%,27%,3,Average,77%,13%,2018
119468,26,10,16,-2,103,69%,19%,3,Average,-0.5,103,73%,12%,3,Average,-3.1,101,62%,8%,4,Below Average,54%,4%,2018
119318,33,19,14,-0.5,105,82%,15%,3,Average,-1.3,106,79%,24%,3,Average,0.8,105,85%,24%,3,Average,67%,6%,2018
110326,47,19,28,1.3,107,81%,43%,3,Average,-1,107,85%,34%,3,Average,0.2,105,87%,30%,3,Average,70%,11%,2018
140924,61,29,32,1.6,108,89%,36%,2,Above Average,0.4,107,82%,41%,3,Average,0.4,106,79%,30%,3,Average,74%,11%,2018
124329,10,7,3,4.9,111,100%,40%,1,Well Above Average,0.9,108,100%,30%,3,Average,-2.3,104,70%,20%,3,Average,70%,10%,2018
143712,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
115638,4,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
135567,30,13,17,-1.6,104,67%,30%,3,Average,-2,105,73%,30%,3,Average,-3,102,57%,17%,4,Below Average,50%,7%,2018
141637,22,16,6,-0.5,105,73%,23%,3,Average,-0.9,106,82%,23%,3,Average,1.9,107,82%,32%,3,Average,68%,14%,2018
135459,40,21,19,2,105,73%,30%,3,Average,-2.1,106,75%,35%,4,Below Average,-0.2,103,78%,13%,3,Average,58%,3%,2018
140437,52,25,27,1.3,105,85%,21%,3,Average,0.7,106,85%,29%,3,Average,2.8,106,88%,33%,2,Above Average,79%,6%,2018
116794,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
116795,14,8,6,-3.6,102,64%,7%,5,Well Below Average,-0.3,99,29%,7%,3,Average,-6.6,98,36%,0%,5,Well Below Average,21%,0%,2018
144276,26,17,9,-6.9,96,46%,4%,5,Well Below Average,-1.1,99,42%,8%,3,Average,-3.2,100,54%,4%,4,Below Average,38%,4%,2018
141465,30,18,12,1.7,105,70%,33%,3,Average,1.1,103,80%,13%,3,Average,0.7,104,83%,17%,3,Average,70%,7%,2018
121646,31,14,17,-3.2,102,68%,19%,5,Well Below Average,-8.1,101,68%,19%,5,Well Below Average,-4.9,99,52%,3%,5,Well Below Average,32%,3%,2018
137856,55,35,20,1.3,107,84%,44%,3,Average,-3.6,109,78%,58%,5,Well Below Average,2.1,107,80%,47%,2,Above Average,75%,13%,2018
142242,30,16,14,0.3,105,77%,37%,3,Average,-2.2,107,77%,43%,4,Below Average,-0.6,104,77%,20%,3,Average,60%,7%,2018
102470,60,28,32,3.4,112,97%,63%,1,Well Above Average,2.3,113,92%,65%,2,Above Average,1.5,109,92%,43%,2,Above Average,85%,40%,2018
108390,30,11,19,0.9,107,83%,37%,3,Average,1.3,110,87%,57%,3,Average,-0.2,105,80%,17%,3,Average,73%,13%,2018
105500,60,33,27,-2.5,102,60%,8%,4,Below Average,-0.2,105,72%,37%,3,Average,-3.6,101,63%,7%,5,Well Below Average,52%,0%,2018
105700,15,6,9,-3.6,102,67%,7%,5,Well Below Average,-1.3,103,80%,7%,3,Average,-2.9,102,80%,7%,4,Below Average,67%,0%,2018
100949,29,15,14,3,108,83%,31%,2,Above Average,1.8,107,83%,28%,3,Average,1.9,105,90%,14%,3,Average,76%,7%,2018
101332,43,16,27,1.5,108,91%,35%,3,Average,1.8,112,95%,79%,3,Average,3.5,109,98%,42%,1,Well Above Average,91%,21%,2018
112974,50,26,24,-2.3,104,76%,20%,4,Below Average,0.9,105,82%,24%,3,Average,-0.3,105,86%,20%,3,Average,76%,12%,2018
140295,54,25,29,0.7,105,83%,30%,3,Average,0,107,81%,43%,3,Average,1,105,80%,31%,3,Average,69%,15%,2018
104463,24,9,15,1.9,106,83%,29%,3,Average,2.5,108,92%,42%,2,Above Average,2,105,88%,17%,3,Average,75%,8%,2018
142729,32,13,19,2.3,108,88%,50%,2,Above Average,0.4,107,88%,34%,3,Average,1.6,107,84%,31%,3,Average,78%,16%,2018
105519,29,14,15,-2.2,102,55%,17%,3,Average,-1.7,107,79%,34%,3,Average,0,104,69%,24%,3,Average,55%,7%,2018
106463,44,22,22,1,106,84%,25%,3,Average,0.5,105,70%,36%,3,Average,0.6,105,84%,25%,3,Average,70%,7%,2018
132145,30,14,16,4.8,104,73%,27%,1,Well Above Average,4.8,105,73%,30%,1,Well Above Average,4,103,80%,17%,1,Well Above Average,70%,17%,2018
111662,49,23,26,2.9,108,90%,45%,2,Above Average,0.7,106,82%,39%,3,Average,2.2,107,92%,29%,2,Above Average,80%,20%,2018
111690,49,30,19,-1.1,104,67%,18%,3,Average,2.5,106,71%,41%,2,Above Average,1.7,106,86%,24%,2,Above Average,61%,10%,2018
104798,29,15,14,3.3,111,93%,66%,1,Well Above Average,0.7,111,100%,62%,3,Average,-0.1,107,93%,34%,3,Average,86%,24%,2018
141350,26,12,14,-1.1,99,42%,19%,3,Average,-1.8,100,62%,15%,3,Average,-2.5,96,46%,0%,4,Below Average,35%,0%,2018
108623,22,12,10,3.4,108,91%,23%,1,Well Above Average,1.6,109,91%,41%,3,Average,2.3,106,95%,14%,3,Average,73%,9%,2018
122307,38,18,20,1.1,104,79%,24%,3,Average,0.5,107,87%,37%,3,Average,-0.6,102,63%,11%,3,Average,58%,3%,2018
102132,29,17,12,0,107,97%,34%,3,Average,0.4,108,93%,34%,3,Average,0,106,83%,21%,3,Average,79%,17%,2018
117491,59,25,34,2,109,97%,42%,2,Above Average,-3,109,88%,46%,5,Well Below Average,0.3,107,86%,41%,3,Average,73%,10%,2018
137056,30,14,16,-1.1,104,70%,33%,3,Average,-0.7,105,70%,27%,3,Average,0.8,105,97%,20%,3,Average,63%,10%,2018
105072,54,31,23,-0.6,102,63%,20%,3,Average,1.1,104,74%,28%,3,Average,-1.5,101,61%,15%,3,Average,50%,4%,2018
143366,28,10,18,4.5,111,100%,57%,1,Well Above Average,1.1,113,100%,86%,3,Average,5.2,111,96%,71%,1,Well Above Average,93%,21%,2018
111307,28,13,15,0.4,105,79%,25%,3,Average,-0.9,105,68%,39%,3,Average,1.8,105,82%,21%,3,Average,61%,7%,2018
103466,30,13,17,4.2,110,97%,50%,1,Well Above Average,0.1,107,97%,23%,3,Average,-0.4,105,87%,27%,3,Average,77%,13%,2018
102336,29,10,19,-0.3,107,79%,31%,3,Average,-1.3,110,90%,62%,3,Average,1.8,108,97%,41%,3,Average,76%,14%,2018
110841,27,10,17,2.4,110,96%,56%,3,Average,-1.2,110,100%,48%,3,Average,2.2,109,100%,33%,3,Average,85%,7%,2018
108398,29,14,15,3.5,106,86%,31%,1,Well Above Average,0.6,107,79%,38%,3,Average,2.1,104,79%,21%,2,Above Average,72%,0%,2018
134080,59,33,26,-1.2,103,68%,24%,3,Average,-1.1,104,69%,22%,3,Average,-2.1,102,64%,19%,4,Below Average,44%,8%,2018
120567,51,28,23,1.4,105,80%,24%,3,Average,-1.4,107,78%,49%,3,Average,-0.6,103,75%,14%,3,Average,65%,4%,2018
137765,41,19,22,6.7,106,88%,32%,1,Well Above Average,5.5,109,90%,56%,1,Well Above Average,8.6,108,95%,32%,1,Well Above Average,83%,10%,2018
109224,16,5,11,2,107,88%,31%,3,Average,-5.1,101,50%,19%,5,Well Below Average,-5.3,99,44%,6%,5,Well Below Average,38%,0%,2018
112279,7,4,3,-3.5,104,71%,14%,3,Average,1.1,103,71%,0%,3,Average,-2.1,104,86%,0%,3,Average,57%,0%,2018
131698,26,15,11,-6.1,99,50%,8%,5,Well Below Average,-1.6,102,69%,4%,3,Average,-6.8,98,38%,0%,5,Well Below Average,23%,0%,2018
140256,110,56,54,-1.2,107,83%,32%,4,Below Average,-2.6,107,85%,42%,4,Below Average,-4.5,102,69%,19%,5,Well Below Average,58%,10%,2018
142144,28,16,12,-1.2,105,79%,21%,3,Average,-0.5,106,79%,36%,3,Average,0.1,106,82%,21%,3,Average,68%,11%,2018
121387,14,11,3,-2.8,106,79%,36%,3,Average,-2.3,105,64%,29%,3,Average,-3.9,104,71%,29%,5,Well Below Average,71%,14%,2018
114051,51,26,25,-1,105,80%,20%,3,Average,-0.7,106,82%,25%,3,Average,0.1,105,82%,20%,3,Average,73%,8%,2018
143168,26,17,9,1,108,88%,46%,3,Average,-2.6,107,88%,27%,4,Below Average,-1.4,105,85%,19%,3,Average,62%,12%,2018
139537,38,18,20,-0.1,106,82%,29%,3,Average,-0.8,106,84%,34%,3,Average,2.1,107,84%,34%,2,Above Average,71%,8%,2018
143086,58,30,28,0,104,72%,29%,3,Average,0.6,107,84%,34%,3,Average,1.8,105,84%,19%,2,Above Average,67%,5%,2018
132800,51,27,24,4.4,108,94%,41%,1,Well Above Average,2.6,112,96%,63%,2,Above Average,9.1,112,94%,67%,1,Well Above Average,90%,14%,2018
137281,23,12,11,1.8,109,96%,43%,3,Average,1.1,113,96%,70%,3,Average,0.5,107,91%,26%,3,Average,91%,13%,2018
109960,26,12,14,2.1,111,92%,69%,3,Average,3,110,88%,65%,1,Well Above Average,1.4,109,88%,54%,3,Average,85%,46%,2018
109856,30,15,15,3.5,109,87%,50%,1,Well Above Average,0.7,107,87%,33%,3,Average,4,108,93%,43%,1,Well Above Average,77%,27%,2018
135048,30,15,15,-2.1,104,70%,33%,3,Average,-6.4,105,80%,27%,5,Well Below Average,-3.2,102,63%,10%,4,Below Average,53%,0%,2018
108042,60,39,21,0.6,107,88%,35%,3,Average,2,107,85%,35%,2,Above Average,1.8,107,87%,37%,2,Above Average,82%,17%,2018
107894,41,27,14,1.3,107,80%,37%,3,Average,-0.3,108,90%,51%,3,Average,3.6,108,80%,51%,1,Well Above Average,68%,15%,2018
140024,56,25,31,1.2,104,82%,20%,3,Average,4.1,104,80%,18%,1,Well Above Average,0,102,82%,11%,3,Average,79%,4%,2018
115103,45,20,25,1.1,104,71%,27%,3,Average,2.3,105,78%,29%,2,Above Average,2,104,73%,18%,2,Above Average,64%,11%,2018
117907,29,16,13,-2,101,62%,10%,3,Average,1.7,103,72%,7%,3,Average,0.9,103,79%,17%,3,Average,62%,3%,2018
126382,9,3,6,-1.6,103,67%,33%,3,Average,-0.7,106,89%,33%,3,Average,-2.7,100,56%,11%,3,Average,44%,11%,2018
102576,120,57,63,1.9,108,94%,43%,2,Above Average,1.5,111,93%,58%,2,Above Average,2.3,108,85%,41%,2,Above Average,80%,24%,2018
114365,32,17,15,0.1,106,75%,41%,3,Average,-0.9,107,78%,38%,3,Average,-2.1,103,81%,13%,4,Below Average,75%,3%,2018
142251,15,8,7,4.4,108,93%,33%,1,Well Above Average,1.8,104,80%,20%,3,Average,2.6,105,87%,27%,3,Average,80%,20%,2018
144637,60,28,32,2.4,107,87%,30%,2,Above Average,2.1,108,82%,42%,2,Above Average,2.1,106,82%,23%,2,Above Average,73%,12%,2018
145306,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
138986,50,24,26,-0.2,100,50%,14%,3,Average,2.5,99,48%,16%,2,Above Average,0.6,100,64%,10%,3,Average,46%,6%,2018
139701,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
141410,43,19,24,-4.8,98,42%,7%,5,Well Below Average,-9.5,101,56%,21%,5,Well Below Average,-3.3,99,44%,9%,5,Well Below Average,19%,0%,2018
139077,58,26,32,-1.1,100,47%,9%,3,Average,1.6,100,55%,10%,3,Average,1.2,100,55%,9%,3,Average,33%,3%,2018
144632,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
116904,7,4,3,3.5,110,86%,71%,3,Average,4.4,105,86%,14%,3,Average,3.7,108,100%,43%,3,Average,86%,29%,2018
123407,28,10,18,1,107,82%,43%,3,Average,-2.3,109,93%,46%,4,Below Average,-0.1,105,86%,25%,3,Average,64%,18%,2018
104636,57,30,27,2.4,106,81%,33%,2,Above Average,1.5,107,86%,37%,3,Average,1.3,104,77%,25%,3,Average,67%,11%,2018
101107,59,32,27,2.7,108,92%,42%,2,Above Average,5.4,110,92%,58%,1,Well Above Average,3,109,90%,46%,2,Above Average,85%,29%,2018
113740,66,33,33,0,107,85%,38%,3,Average,-1.1,109,92%,48%,3,Average,2.2,108,97%,42%,2,Above Average,82%,11%,2018
112862,5,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
120990,47,26,21,-1.4,105,70%,21%,3,Average,-1,104,72%,11%,3,Average,-4.1,101,45%,11%,5,Well Below Average,40%,6%,2018
133707,85,43,42,-1.1,102,60%,15%,3,Average,3.3,103,65%,25%,1,Well Above Average,-1.5,101,62%,12%,4,Below Average,47%,6%,2018
143179,8,7,1,-2.2,103,63%,13%,3,Average,3.9,105,63%,25%,3,Average,-5.9,99,50%,0%,5,Well Below Average,50%,0%,2018
100163,53,24,29,0.2,110,83%,42%,3,Average,-1.4,109,81%,40%,3,Average,-0.3,109,81%,38%,3,Average,79%,15%,2018
143992,30,15,15,-0.4,105,73%,27%,3,Average,-3.1,104,67%,23%,5,Well Below Average,-3.7,101,57%,17%,5,Well Below Average,43%,7%,2018
118384,21,13,8,-5.5,96,52%,5%,5,Well Below Average,-0.1,98,62%,10%,3,Average,-7.1,95,19%,5%,5,Well Below Average,19%,0%,2018
107006,53,27,26,0.7,109,81%,47%,3,Average,-2.2,108,83%,43%,4,Below Average,0.1,108,85%,40%,3,Average,75%,15%,2018
121000,35,16,19,-1.9,101,54%,11%,3,Average,-2.2,103,66%,26%,4,Below Average,-1.3,101,57%,23%,3,Average,46%,9%,2018
141584,27,15,12,-1.3,105,81%,33%,3,Average,-1.1,105,78%,26%,3,Average,-4.1,101,63%,15%,5,Well Below Average,63%,7%,2018
112829,48,26,22,-1.2,105,81%,15%,3,Average,0.3,102,65%,6%,3,Average,-0.6,105,83%,17%,3,Average,67%,2%,2018
111174,23,17,6,0.7,103,74%,9%,3,Average,-0.9,105,78%,22%,3,Average,1.9,103,83%,9%,3,Average,48%,4%,2018
143550,38,21,17,-1.9,100,58%,18%,3,Average,0.7,102,63%,18%,3,Average,0.4,101,61%,13%,3,Average,50%,0%,2018
145147,10,7,3,0.4,107,90%,30%,3,Average,1.2,110,80%,50%,3,Average,2.5,108,80%,50%,3,Average,80%,30%,2018
112236,20,10,10,-2.7,102,65%,15%,4,Below Average,-0.5,104,80%,15%,3,Average,-0.6,105,85%,15%,3,Average,50%,5%,2018
143182,4,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
130934,74,43,31,0.8,107,93%,24%,3,Average,1,111,93%,66%,3,Average,2.7,108,93%,39%,2,Above Average,86%,12%,2018
142436,87,46,41,-0.5,106,80%,40%,3,Average,-1.3,109,80%,53%,4,Below Average,-0.3,106,84%,30%,3,Average,77%,18%,2018
119397,21,11,10,3.4,110,90%,52%,1,Well Above Average,0.5,109,95%,33%,3,Average,1,106,86%,33%,3,Average,81%,24%,2018
122663,28,20,8,-0.4,106,86%,39%,3,Average,0.1,107,82%,32%,3,Average,1.2,106,86%,39%,3,Average,71%,21%,2018
131871,60,27,33,3.9,112,98%,68%,1,Well Above Average,1.7,112,97%,65%,2,Above Average,3.8,111,97%,63%,1,Well Above Average,93%,38%,2018
123453,57,34,23,2.7,110,93%,53%,2,Above Average,0.8,111,91%,61%,3,Average,3.6,110,93%,51%,1,Well Above Average,89%,25%,2018
118740,20,7,13,3.8,109,95%,40%,1,Well Above Average,1.9,110,100%,60%,3,Average,4.4,109,100%,55%,1,Well Above Average,95%,10%,2018
111389,36,21,15,-0.6,101,56%,17%,3,Average,0.4,101,56%,19%,3,Average,-2.7,98,47%,6%,4,Below Average,39%,3%,2018
114122,21,14,7,-2.6,102,52%,19%,3,Average,-0.3,102,57%,14%,3,Average,-3.7,101,57%,10%,5,Well Below Average,43%,5%,2018
116779,160,85,75,-1.3,104,69%,28%,,NOT AVAIL,-2,104,72%,23%,,NOT AVAIL,-3,101,64%,13%,,NOT AVAIL,53%,8%,2018
114067,12,7,5,0.7,108,92%,25%,3,Average,-0.1,107,92%,17%,3,Average,0.8,107,92%,25%,3,Average,83%,17%,2018
123713,35,21,14,-3.5,102,60%,23%,5,Well Below Average,-2.2,99,49%,11%,4,Below Average,-5,99,46%,11%,5,Well Below Average,40%,6%,2018
114424,24,15,9,0.3,107,83%,33%,3,Average,-0.3,106,75%,50%,3,Average,-0.3,105,79%,33%,3,Average,75%,17%,2018
114739,15,5,10,-0.1,104,80%,13%,3,Average,0.3,102,60%,13%,3,Average,-1.2,102,73%,13%,3,Average,53%,7%,2018
143926,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
103445,95,44,51,-0.9,108,87%,41%,3,Average,-2.6,108,88%,39%,4,Below Average,-3.4,104,83%,20%,5,Well Below Average,74%,8%,2018
139199,60,28,32,0.6,104,78%,15%,3,Average,2,106,85%,42%,2,Above Average,0.6,103,85%,18%,3,Average,78%,7%,2018
104345,58,27,31,1.5,105,78%,31%,3,Average,-0.2,104,74%,24%,3,Average,-2.2,101,64%,9%,4,Below Average,59%,2%,2018
102847,33,25,8,-1.3,104,79%,27%,3,Average,-1.7,104,73%,36%,3,Average,-0.2,105,73%,36%,3,Average,67%,15%,2018
113477,28,16,12,-0.1,103,75%,11%,3,Average,-1.9,105,71%,29%,3,Average,1.4,104,75%,21%,3,Average,64%,7%,2018
139968,82,49,33,-2.7,102,63%,16%,4,Below Average,-1.7,104,71%,27%,4,Below Average,-2.9,101,66%,6%,4,Below Average,54%,1%,2018
118120,13,11,2,2.2,105,77%,15%,3,Average,2.7,105,69%,38%,3,Average,-0.2,101,62%,8%,3,Average,62%,8%,2018
101909,50,29,21,1.2,104,68%,16%,3,Average,-2.7,107,84%,32%,5,Well Below Average,1.6,105,78%,20%,3,Average,52%,0%,2018
135190,59,31,28,-0.7,101,53%,19%,3,Average,2,100,46%,12%,2,Above Average,0.5,101,56%,14%,3,Average,36%,10%,2018
102042,59,33,26,2,108,83%,44%,2,Above Average,-0.6,110,88%,54%,3,Average,0.7,107,81%,34%,3,Average,75%,12%,2018
144170,46,28,18,-2.1,103,61%,15%,4,Below Average,-3.2,101,57%,9%,5,Well Below Average,-2.2,102,61%,11%,4,Below Average,41%,4%,2018
103800,57,28,29,0.3,103,75%,19%,3,Average,3.1,105,75%,33%,1,Well Above Average,0.6,102,75%,11%,3,Average,72%,5%,2018
120039,63,33,30,-0.7,105,78%,24%,3,Average,-1.3,106,81%,37%,3,Average,1.2,106,86%,24%,3,Average,71%,6%,2018
141318,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
114068,33,16,17,3.4,109,94%,42%,1,Well Above Average,0,110,94%,55%,3,Average,3.1,108,88%,36%,2,Above Average,79%,18%,2018
125676,23,14,9,0.9,107,78%,35%,3,Average,-1.4,107,78%,39%,3,Average,-0.9,104,70%,30%,3,Average,61%,22%,2018
142384,28,18,10,3.6,109,89%,50%,1,Well Above Average,-1.4,109,86%,57%,3,Average,1.3,106,82%,43%,3,Average,75%,11%,2018
111089,16,7,9,4.7,107,81%,38%,1,Well Above Average,3.4,114,100%,81%,1,Well Above Average,5.2,107,88%,44%,1,Well Above Average,75%,19%,2018
135059,17,9,8,5.5,111,100%,59%,1,Well Above Average,2.7,107,88%,35%,3,Average,3.9,109,100%,29%,1,Well Above Average,94%,18%,2018
125760,11,7,4,5.7,111,91%,73%,1,Well Above Average,0.7,109,91%,36%,3,Average,2,107,91%,36%,3,Average,91%,18%,2018
125677,18,11,7,0.7,109,89%,44%,3,Average,-2.5,111,83%,50%,3,Average,0.4,108,78%,44%,3,Average,82%,29%,2018
111534,17,6,11,0.6,107,94%,29%,3,Average,3.3,111,100%,65%,1,Well Above Average,1.5,107,94%,29%,3,Average,88%,24%,2018
137939,90,46,44,-1.8,106,76%,30%,4,Below Average,-1.2,108,86%,36%,3,Average,-1.6,105,73%,22%,4,Below Average,60%,16%,2018
123404,29,19,10,-0.2,106,76%,41%,3,Average,-0.4,103,69%,10%,3,Average,-0.9,104,69%,28%,3,Average,69%,17%,2018
142385,31,10,21,-0.9,102,58%,19%,3,Average,1.1,103,77%,13%,3,Average,2.2,104,81%,26%,2,Above Average,52%,6%,2018
144168,29,14,15,2.5,106,86%,28%,2,Above Average,3.6,107,86%,24%,1,Well Above Average,1.2,104,69%,17%,3,Average,66%,10%,2018
110973,30,20,10,-0.1,102,53%,13%,3,Average,-1.3,102,57%,20%,3,Average,0.9,100,60%,10%,3,Average,53%,0%,2018
