URN,KS2 Pupils,KS2 Boys,KS2 Girls,Reading Progress,Reading Score,Reading Meet Std,Reading Exceed Std,Reading Progress Band,Reading Progress Desc,Writing Progress,Writing Score,Writing Meet Std,Writing Exceed Std,Writing Progress Band,Writing Progress Desc,Maths Progress,Maths Score,Maths Meet Std,Maths Exceed Std,Maths Progress Band,Maths Progress Desc,Overall Meet Std,Overall Exceed Std,Academic Year
117981,26,12,14,-2.3,104,69%,23%,3,Average,-0.8,102,77%,19%,3,Average,-1.4,104,77%,15%,3,Average,69%,8%,2018
112356,9,5,4,-1,107,78%,33%,3,Average,0.4,107,78%,56%,3,Average,-2.7,101,78%,11%,3,Average,78%,11%,2018
111566,29,16,13,1,109,93%,41%,3,Average,-0.4,111,100%,55%,3,Average,1.1,108,93%,45%,3,Average,86%,10%,2018
112262,10,5,5,3.8,110,80%,50%,3,Average,3,107,100%,40%,3,Average,-0.2,105,90%,10%,3,Average,80%,10%,2018
136395,60,25,35,0.5,106,87%,23%,3,Average,2,109,92%,35%,2,Above Average,1.6,106,92%,22%,2,Above Average,73%,12%,2018
119305,36,23,13,1.6,106,83%,42%,3,Average,1.8,110,94%,53%,3,Average,2.7,107,86%,36%,2,Above Average,75%,22%,2018
131271,55,28,27,-2.6,102,64%,15%,4,Below Average,-4.5,101,62%,13%,5,Well Below Average,-2.8,101,64%,5%,4,Below Average,53%,2%,2018
136670,29,19,10,-0.6,102,62%,28%,3,Average,2.1,107,76%,41%,3,Average,2.5,104,69%,31%,2,Above Average,62%,10%,2018
117416,30,12,18,-0.2,106,83%,33%,3,Average,-0.7,108,90%,40%,3,Average,0.9,107,90%,30%,3,Average,67%,17%,2018
137986,14,8,6,1.7,106,86%,21%,3,Average,-0.7,108,100%,36%,3,Average,1.8,105,93%,29%,3,Average,86%,7%,2018
115282,55,25,30,-0.9,103,75%,13%,3,Average,-0.9,106,85%,29%,3,Average,-0.8,103,69%,13%,3,Average,58%,4%,2018
144384,14,3,11,-1.6,104,79%,14%,3,Average,-1.5,107,93%,29%,3,Average,-0.1,105,86%,21%,3,Average,71%,7%,2018
140582,17,6,11,-1,106,88%,41%,3,Average,-0.6,107,76%,41%,3,Average,-2.8,103,76%,12%,4,Below Average,71%,6%,2018
144779,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
105903,28,15,13,4.1,104,75%,18%,1,Well Above Average,0.6,104,75%,32%,3,Average,2.2,102,68%,14%,2,Above Average,68%,0%,2018
123128,6,2,4,0.2,106,100%,33%,3,Average,4.5,105,100%,0%,3,Average,-3,103,83%,0%,3,Average,83%,0%,2018
114707,27,14,13,2.3,105,74%,37%,3,Average,1.8,105,78%,37%,3,Average,2.8,104,78%,22%,2,Above Average,70%,11%,2018
110243,30,16,14,5,111,100%,60%,1,Well Above Average,1.6,110,93%,53%,3,Average,2.7,108,90%,40%,2,Above Average,90%,13%,2018
107241,46,21,25,0.2,103,65%,15%,3,Average,0.1,107,76%,35%,3,Average,0.4,102,63%,22%,3,Average,57%,2%,2018
143987,30,20,10,1.9,107,90%,23%,3,Average,3.2,107,87%,30%,1,Well Above Average,1.9,106,87%,23%,3,Average,83%,3%,2018
144159,35,18,17,0.9,107,80%,40%,3,Average,1.5,106,74%,31%,3,Average,0,105,80%,29%,3,Average,74%,20%,2018
109139,40,23,17,2.4,105,80%,30%,2,Above Average,1.3,105,78%,35%,3,Average,4.1,106,80%,43%,1,Well Above Average,75%,13%,2018
119400,60,30,30,0.3,107,85%,32%,3,Average,-0.4,106,77%,32%,3,Average,-0.3,106,78%,37%,3,Average,70%,18%,2018
119476,28,12,16,-0.5,103,68%,11%,3,Average,2.6,104,86%,18%,2,Above Average,-0.1,103,75%,11%,3,Average,68%,4%,2018
119677,40,20,20,0.8,105,73%,18%,3,Average,1.3,106,85%,38%,3,Average,-0.3,104,70%,18%,3,Average,55%,3%,2018
117771,47,31,16,-1.6,103,81%,15%,3,Average,0.1,105,72%,23%,3,Average,-2.6,102,72%,6%,4,Below Average,68%,2%,2018
112492,39,16,23,-4.1,101,64%,8%,5,Well Below Average,-0.4,104,72%,13%,3,Average,-4.1,101,56%,5%,5,Well Below Average,41%,5%,2018
117364,66,33,33,-0.1,105,80%,30%,3,Average,-2.3,104,68%,29%,4,Below Average,-0.8,104,71%,32%,3,Average,64%,12%,2018
101216,55,25,30,4.2,108,85%,40%,1,Well Above Average,2.4,107,87%,29%,2,Above Average,2.8,106,89%,25%,2,Above Average,78%,11%,2018
102656,75,36,39,0.2,103,77%,12%,3,Average,4.8,105,88%,29%,1,Well Above Average,0,102,76%,8%,3,Average,67%,1%,2018
116773,60,26,34,0.8,108,87%,32%,3,Average,1.2,106,87%,27%,3,Average,-1.7,104,77%,13%,4,Below Average,70%,3%,2018
111206,60,31,29,-0.2,105,80%,23%,3,Average,0.3,105,80%,33%,3,Average,-0.7,103,82%,17%,3,Average,73%,12%,2018
139889,77,50,27,1.8,106,82%,30%,2,Above Average,1.6,111,95%,65%,2,Above Average,2.2,106,90%,32%,2,Above Average,78%,10%,2018
126369,62,25,37,2.3,105,81%,21%,2,Above Average,2.2,104,79%,23%,2,Above Average,4.9,107,89%,39%,1,Well Above Average,69%,5%,2018
126370,52,20,32,-1.5,104,67%,19%,3,Average,-4.4,105,65%,35%,5,Well Below Average,-2.3,102,60%,19%,4,Below Average,60%,8%,2018
138531,60,32,28,0.4,108,82%,45%,3,Average,2,107,78%,38%,2,Above Average,2.6,109,88%,50%,2,Above Average,80%,28%,2018
115701,13,7,6,-0.3,109,85%,46%,3,Average,0.2,108,92%,38%,3,Average,-2.2,106,85%,38%,3,Average,85%,23%,2018
117941,41,22,19,2.2,105,80%,27%,2,Above Average,2.2,106,83%,22%,2,Above Average,1.1,103,71%,20%,3,Average,61%,10%,2018
137062,60,36,24,2.4,108,87%,35%,2,Above Average,-1.2,108,85%,45%,3,Average,3.2,108,82%,42%,1,Well Above Average,68%,13%,2018
137359,29,14,15,3.7,108,86%,34%,1,Well Above Average,3.3,108,97%,34%,1,Well Above Average,2.5,106,93%,21%,2,Above Average,76%,14%,2018
142390,40,17,23,4.1,105,78%,38%,1,Well Above Average,2,104,78%,25%,2,Above Average,1.8,103,73%,18%,3,Average,63%,8%,2018
131216,45,23,22,2.1,105,71%,22%,2,Above Average,3.6,101,51%,7%,1,Well Above Average,3.4,105,82%,24%,1,Well Above Average,69%,7%,2018
142886,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
110442,8,7,1,-3.6,100,38%,13%,3,Average,-0.7,99,38%,13%,3,Average,-3.3,99,50%,0%,3,Average,38%,0%,2018
141409,105,50,55,-1.5,102,57%,18%,4,Below Average,1.8,103,68%,21%,2,Above Average,-2.1,100,58%,13%,4,Below Average,44%,7%,2018
140234,60,26,34,-0.2,101,53%,13%,3,Average,1.2,105,77%,30%,3,Average,1.3,101,68%,8%,3,Average,47%,0%,2018
140830,32,23,9,-1.1,102,50%,13%,3,Average,2.9,103,69%,19%,1,Well Above Average,-3,99,44%,6%,4,Below Average,25%,6%,2018
144005,30,16,14,-1.9,102,67%,17%,3,Average,0.2,105,70%,23%,3,Average,0.2,104,67%,20%,3,Average,63%,3%,2018
122534,60,26,34,-0.3,106,82%,37%,3,Average,1.3,106,82%,33%,3,Average,-0.8,105,92%,18%,3,Average,78%,12%,2018
114380,92,49,43,0.4,107,86%,29%,3,Average,-0.6,106,78%,30%,3,Average,-1.2,105,74%,28%,3,Average,70%,11%,2018
109899,60,28,32,2,108,83%,47%,2,Above Average,0.2,108,90%,45%,3,Average,-0.3,105,83%,27%,3,Average,80%,12%,2018
105942,31,13,18,1,108,94%,42%,3,Average,0.1,110,94%,61%,3,Average,-0.1,107,87%,26%,3,Average,77%,23%,2018
108457,45,28,17,1.6,106,89%,27%,3,Average,0.6,107,82%,36%,3,Average,2.6,106,91%,24%,2,Above Average,80%,13%,2018
137405,32,13,19,-1,104,63%,22%,3,Average,-1.1,105,72%,31%,3,Average,-2.6,102,66%,9%,4,Below Average,59%,3%,2018
116327,61,25,36,1.9,110,93%,52%,2,Above Average,2.5,108,93%,38%,2,Above Average,0.2,108,93%,34%,3,Average,89%,28%,2018
133384,57,29,28,0.6,107,89%,28%,3,Average,1.6,108,81%,39%,2,Above Average,-0.1,105,82%,21%,3,Average,75%,12%,2018
116387,30,15,15,4.4,110,97%,53%,1,Well Above Average,2.1,111,97%,67%,3,Average,2.5,107,93%,40%,2,Above Average,93%,23%,2018
140857,90,53,37,-0.4,104,70%,31%,3,Average,-2,106,73%,36%,4,Below Average,-1.2,103,63%,24%,3,Average,56%,8%,2018
117926,29,17,12,1,105,69%,10%,3,Average,2.5,105,69%,7%,2,Above Average,-0.5,102,72%,3%,3,Average,62%,0%,2018
142220,67,26,41,0.5,107,87%,39%,3,Average,1.7,109,90%,49%,2,Above Average,1,107,87%,31%,3,Average,78%,13%,2018
114406,30,16,14,4,111,90%,53%,1,Well Above Average,-1.4,108,87%,37%,3,Average,2,108,93%,37%,3,Average,70%,10%,2018
124125,12,5,7,-1.1,105,75%,25%,3,Average,-4.7,103,67%,17%,5,Well Below Average,-3.9,103,50%,8%,5,Well Below Average,42%,0%,2018
142452,89,55,34,-0.2,105,79%,29%,3,Average,1.8,106,81%,33%,2,Above Average,0.6,105,75%,31%,3,Average,69%,17%,2018
121931,89,45,44,1.3,106,83%,30%,3,Average,-0.6,109,89%,48%,3,Average,1.5,106,93%,27%,2,Above Average,79%,6%,2018
124020,37,23,14,-4.1,98,46%,8%,5,Well Below Average,-9,99,49%,8%,5,Well Below Average,-2.1,99,54%,11%,4,Below Average,35%,3%,2018
104320,31,12,19,-0.7,103,74%,19%,3,Average,-0.4,105,71%,35%,3,Average,-0.1,104,74%,19%,3,Average,61%,16%,2018
112846,9,4,5,0.7,107,89%,22%,3,Average,-2.2,107,67%,44%,3,Average,-3.9,102,56%,11%,5,Well Below Average,56%,0%,2018
109853,30,12,18,-0.8,106,70%,23%,3,Average,-1.1,106,73%,37%,3,Average,-1.4,104,70%,17%,3,Average,63%,3%,2018
125570,40,18,22,0.8,108,85%,38%,3,Average,1.5,108,78%,55%,3,Average,0.8,107,90%,30%,3,Average,83%,23%,2018
107265,47,26,21,1.3,103,68%,23%,3,Average,3.1,105,72%,28%,1,Well Above Average,0.9,102,68%,19%,3,Average,49%,6%,2018
121575,3,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
117459,24,13,11,0.2,107,83%,38%,3,Average,1.6,104,67%,29%,3,Average,-0.7,105,88%,17%,3,Average,75%,8%,2018
112182,12,6,6,5.2,111,92%,75%,1,Well Above Average,3.3,107,83%,42%,3,Average,-3.1,102,58%,17%,3,Average,58%,17%,2018
118575,25,11,14,-2.1,101,60%,16%,3,Average,0.3,102,64%,24%,3,Average,0.5,103,68%,20%,3,Average,60%,12%,2018
103422,58,27,31,0.3,105,76%,40%,3,Average,0.7,105,83%,36%,3,Average,-0.7,103,71%,26%,3,Average,60%,14%,2018
132787,63,33,30,0.1,106,95%,21%,3,Average,1.6,109,97%,40%,2,Above Average,0.8,107,92%,33%,3,Average,87%,13%,2018
143147,34,16,18,0.2,105,71%,29%,3,Average,-0.1,109,91%,50%,3,Average,1.2,105,88%,24%,3,Average,65%,9%,2018
123518,12,6,6,-2.6,105,67%,17%,3,Average,-1.7,102,67%,8%,3,Average,-3.4,103,75%,8%,5,Well Below Average,67%,8%,2018
121631,6,1,5,0.7,106,83%,33%,3,Average,-3.6,103,83%,17%,3,Average,-4.2,100,67%,0%,3,Average,50%,0%,2018
114902,57,32,25,0.6,105,86%,25%,3,Average,0.1,106,84%,30%,3,Average,1.3,105,88%,23%,3,Average,72%,11%,2018
112785,37,13,24,-0.1,105,76%,27%,3,Average,0.8,107,86%,32%,3,Average,1.8,105,81%,30%,3,Average,70%,16%,2018
107047,60,28,32,-2.1,102,63%,17%,4,Below Average,-1.9,105,83%,32%,4,Below Average,-1.3,102,67%,12%,3,Average,53%,2%,2018
116298,11,7,4,-0.7,106,82%,36%,3,Average,-1.4,105,73%,36%,3,Average,-1,105,82%,27%,3,Average,73%,18%,2018
123835,16,10,6,-2.7,105,81%,31%,3,Average,1.9,104,75%,6%,3,Average,-1.8,104,75%,25%,3,Average,75%,6%,2018
120416,58,25,33,-1.2,103,67%,21%,3,Average,0.9,105,76%,36%,3,Average,-0.4,103,74%,14%,3,Average,60%,10%,2018
133637,43,23,20,1.7,103,81%,7%,3,Average,1.2,106,84%,21%,3,Average,2.5,104,74%,9%,2,Above Average,60%,0%,2018
120142,10,4,6,-2.2,104,60%,20%,3,Average,-3.4,106,80%,20%,3,Average,-1.3,104,90%,10%,3,Average,60%,10%,2018
123153,13,8,5,-3,107,92%,23%,3,Average,-0.9,107,92%,15%,3,Average,-5.4,104,77%,8%,5,Well Below Average,77%,8%,2018
109464,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
115632,14,5,9,-0.3,104,71%,29%,3,Average,1.8,101,57%,14%,3,Average,-2.7,100,43%,14%,3,Average,36%,7%,2018
140283,16,9,7,4.2,110,100%,56%,1,Well Above Average,4,110,94%,44%,1,Well Above Average,2.3,107,100%,25%,3,Average,100%,19%,2018
123546,15,7,8,3.4,108,93%,33%,1,Well Above Average,1,106,80%,27%,3,Average,3.3,108,100%,27%,1,Well Above Average,73%,7%,2018
108603,21,12,9,2.5,104,76%,29%,3,Average,-1.9,102,71%,5%,3,Average,2,104,86%,10%,3,Average,62%,0%,2018
102199,88,50,38,-0.7,106,74%,32%,3,Average,-2.1,108,84%,43%,4,Below Average,-0.5,105,78%,25%,3,Average,64%,8%,2018
123008,46,28,18,0.9,105,87%,28%,3,Average,-0.4,105,80%,22%,3,Average,-1.6,102,76%,4%,3,Average,70%,2%,2018
142973,88,49,39,0.2,105,69%,35%,3,Average,1.9,107,75%,43%,2,Above Average,-0.2,104,70%,18%,3,Average,59%,13%,2018
126304,10,6,4,-5,99,40%,10%,5,Well Below Average,-1.7,97,30%,10%,3,Average,-7.3,94,30%,0%,5,Well Below Average,30%,0%,2018
102773,30,17,13,-0.8,107,80%,37%,3,Average,0.4,111,87%,57%,3,Average,0.7,107,87%,27%,3,Average,80%,13%,2018
110516,56,33,23,1.7,107,89%,32%,2,Above Average,-7.6,107,84%,34%,5,Well Below Average,0.9,106,82%,29%,3,Average,41%,0%,2018
142021,33,20,13,0.9,104,73%,18%,3,Average,1.4,107,79%,39%,3,Average,2.3,105,88%,24%,2,Above Average,67%,12%,2018
141360,26,11,15,0.1,101,58%,19%,3,Average,1.4,102,65%,15%,3,Average,1.8,102,69%,8%,3,Average,46%,4%,2018
104384,31,16,15,-2.1,105,81%,29%,3,Average,0.3,107,81%,48%,3,Average,-3.1,104,74%,16%,4,Below Average,68%,13%,2018
104227,45,31,14,1.9,107,91%,36%,2,Above Average,2,110,98%,47%,2,Above Average,1.3,106,91%,20%,3,Average,87%,11%,2018
110414,23,14,9,-3.2,103,70%,17%,5,Well Below Average,-1.7,104,70%,30%,3,Average,-3.4,103,61%,22%,5,Well Below Average,52%,13%,2018
116333,85,42,43,-4.3,102,66%,21%,5,Well Below Average,-3,102,62%,21%,5,Well Below Average,-4.3,102,58%,19%,5,Well Below Average,47%,7%,2018
141829,150,82,68,-1.2,105,78%,36%,,NOT AVAIL,-0.9,107,81%,41%,,NOT AVAIL,-1.2,105,80%,28%,,NOT AVAIL,69%,17%,2018
139818,59,30,29,-1.9,105,69%,39%,4,Below Average,-2.2,104,66%,29%,4,Below Average,-1.9,103,69%,15%,4,Below Average,56%,7%,2018
100044,30,10,20,1,104,70%,27%,3,Average,3.1,108,87%,50%,1,Well Above Average,2,104,77%,20%,2,Above Average,60%,3%,2018
117426,30,17,13,1.8,109,100%,43%,3,Average,-4.6,112,97%,77%,5,Well Below Average,0.2,107,87%,37%,3,Average,70%,7%,2018
143788,20,8,12,-1.8,102,60%,30%,3,Average,-0.3,103,60%,30%,3,Average,0,104,85%,15%,3,Average,60%,10%,2018
100731,26,14,12,1.1,105,81%,35%,3,Average,-0.4,108,92%,54%,3,Average,-1.1,102,77%,12%,3,Average,65%,8%,2018
113407,58,34,24,0.1,105,86%,16%,3,Average,-0.1,105,88%,14%,3,Average,-1.1,104,86%,12%,3,Average,76%,0%,2018
114520,19,9,10,-0.8,105,79%,21%,3,Average,-1.4,106,84%,32%,3,Average,-2.9,101,63%,11%,4,Below Average,47%,5%,2018
134955,55,27,28,0.7,104,71%,25%,3,Average,-2.8,102,60%,25%,5,Well Below Average,-0.9,102,62%,18%,3,Average,49%,4%,2018
122280,18,13,5,-1.1,101,67%,6%,3,Average,3.4,99,44%,11%,1,Well Above Average,-1.2,100,61%,6%,3,Average,44%,6%,2018
139174,54,30,24,-2.9,103,65%,26%,5,Well Below Average,-2,105,72%,33%,4,Below Average,-2.7,103,76%,17%,4,Below Average,57%,6%,2018
140027,60,35,25,-1.2,104,78%,20%,3,Average,1,105,80%,28%,3,Average,-0.3,104,83%,20%,3,Average,73%,5%,2018
142446,84,37,47,-1.1,104,75%,20%,3,Average,2.8,106,77%,40%,1,Well Above Average,0.3,105,80%,21%,3,Average,70%,14%,2018
143006,11,8,3,-4,102,55%,27%,5,Well Below Average,-0.6,100,45%,18%,3,Average,-3.7,101,64%,9%,5,Well Below Average,55%,9%,2018
105822,31,13,18,1.7,107,87%,42%,3,Average,1.1,107,90%,29%,3,Average,1.9,107,84%,29%,3,Average,71%,19%,2018
105813,30,11,19,3.2,109,90%,53%,1,Well Above Average,2.4,112,97%,70%,2,Above Average,3.8,109,93%,57%,1,Well Above Average,83%,30%,2018
109973,24,14,10,-1.5,107,88%,33%,3,Average,-2.5,107,88%,29%,4,Below Average,-3.2,105,88%,21%,4,Below Average,79%,8%,2018
123160,30,16,14,1.4,107,87%,27%,3,Average,1.7,107,80%,43%,3,Average,-1.6,104,73%,17%,3,Average,67%,7%,2018
109228,87,47,40,-0.3,104,66%,20%,3,Average,1.7,105,76%,26%,2,Above Average,-0.4,103,74%,16%,3,Average,53%,11%,2018
120540,23,11,12,-0.9,106,91%,30%,3,Average,-0.8,108,96%,35%,3,Average,0.6,107,100%,22%,3,Average,91%,9%,2018
109225,28,12,16,-2.5,106,61%,32%,4,Below Average,-1.2,105,75%,29%,3,Average,-1,107,71%,32%,3,Average,61%,7%,2018
120574,29,14,15,-0.1,105,66%,41%,3,Average,-2.1,104,69%,24%,3,Average,-1.9,103,76%,14%,3,Average,62%,7%,2018
121027,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
115197,42,22,20,0.6,108,93%,40%,3,Average,0.8,109,88%,43%,3,Average,0.8,107,88%,29%,3,Average,79%,19%,2018
115157,58,23,35,0.4,106,91%,28%,3,Average,0.6,106,79%,29%,3,Average,-0.3,105,83%,28%,3,Average,76%,14%,2018
111567,30,19,11,-2.7,102,70%,10%,4,Below Average,0.3,104,83%,3%,3,Average,-0.2,104,90%,20%,3,Average,63%,3%,2018
135224,41,17,24,3.1,110,100%,56%,1,Well Above Average,3.6,112,98%,63%,1,Well Above Average,3.4,109,98%,56%,1,Well Above Average,98%,34%,2018
142875,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
101991,88,46,42,-1.9,102,69%,11%,4,Below Average,-1.2,106,78%,34%,3,Average,-0.7,103,74%,14%,3,Average,55%,6%,2018
100126,57,26,31,-0.7,103,75%,21%,3,Average,0.3,106,75%,28%,3,Average,-0.3,103,72%,19%,3,Average,61%,11%,2018
131890,82,37,45,0.8,105,79%,20%,3,Average,1.2,105,78%,29%,3,Average,3.7,107,88%,35%,1,Well Above Average,67%,9%,2018
113458,33,22,11,0.6,107,94%,33%,3,Average,2.4,111,97%,58%,2,Above Average,1.6,107,94%,36%,3,Average,91%,27%,2018
135288,60,26,34,1.3,105,82%,25%,3,Average,2.6,109,87%,50%,2,Above Average,3.7,107,82%,40%,1,Well Above Average,77%,20%,2018
112693,60,33,27,0.1,102,65%,15%,3,Average,2.5,100,53%,12%,2,Above Average,0.1,101,67%,10%,3,Average,53%,8%,2018
142638,20,8,12,-2,102,65%,25%,3,Average,-1.3,102,60%,25%,3,Average,-3.7,99,60%,15%,5,Well Below Average,50%,5%,2018
137879,9,6,3,2.9,105,89%,11%,,NOT AVAIL,0.8,105,89%,22%,,NOT AVAIL,3.1,104,89%,0%,,NOT AVAIL,78%,0%,2018
122801,14,10,4,-2.6,101,71%,21%,3,Average,1.8,104,64%,29%,3,Average,-2.3,101,57%,21%,3,Average,57%,21%,2018
121038,14,8,6,1.4,109,100%,50%,3,Average,0.9,107,93%,29%,3,Average,2.1,109,100%,43%,3,Average,100%,7%,2018
138389,22,12,10,4.8,108,91%,27%,1,Well Above Average,-0.2,104,68%,14%,3,Average,5.2,108,95%,41%,1,Well Above Average,77%,5%,2018
117139,60,25,35,1.8,110,95%,57%,2,Above Average,-1.1,110,92%,58%,3,Average,0.3,108,95%,40%,3,Average,87%,23%,2018
101281,89,46,43,3.3,107,83%,37%,1,Well Above Average,0.9,110,85%,52%,3,Average,3.3,107,83%,39%,1,Well Above Average,73%,10%,2018
131249,37,11,26,4,105,81%,30%,1,Well Above Average,4.9,105,78%,22%,1,Well Above Average,4.7,104,81%,16%,1,Well Above Average,68%,3%,2018
102629,48,23,25,0.2,104,77%,23%,3,Average,0.8,107,83%,44%,3,Average,0.3,104,73%,21%,3,Average,58%,10%,2018
101992,56,29,27,-0.2,105,77%,34%,3,Average,-0.4,107,80%,45%,3,Average,1.6,106,88%,29%,2,Above Average,73%,7%,2018
121599,18,11,7,-2.2,104,67%,33%,3,Average,-1.3,106,72%,44%,3,Average,-0.8,104,83%,28%,3,Average,67%,28%,2018
109858,56,27,29,-1.2,104,70%,39%,3,Average,-0.5,104,73%,30%,3,Average,-2.7,101,63%,16%,4,Below Average,57%,11%,2018
135212,91,46,45,0.8,105,80%,30%,3,Average,1.1,105,79%,29%,3,Average,-0.3,104,82%,14%,3,Average,76%,7%,2018
139605,31,18,13,1.1,106,87%,26%,3,Average,-0.6,106,94%,26%,3,Average,1.8,106,97%,19%,3,Average,77%,10%,2018
143975,8,3,5,-1.6,104,88%,13%,3,Average,1.3,102,63%,25%,3,Average,-4.1,100,63%,13%,5,Well Below Average,50%,13%,2018
106433,59,32,27,0.5,107,88%,36%,3,Average,-1.3,108,88%,42%,3,Average,-0.3,106,85%,27%,3,Average,76%,10%,2018
144433,31,15,16,2.8,105,90%,16%,2,Above Average,2,104,65%,19%,3,Average,1.7,104,81%,13%,3,Average,68%,6%,2018
119300,23,12,11,0.7,106,78%,39%,3,Average,0.8,104,83%,17%,3,Average,-1.9,103,74%,9%,3,Average,70%,4%,2018
119528,31,8,23,1.5,105,87%,19%,3,Average,0.3,107,77%,39%,3,Average,1.9,105,87%,23%,3,Average,77%,6%,2018
104620,27,12,15,0.9,101,59%,26%,3,Average,0.9,100,52%,11%,3,Average,0.7,100,59%,11%,3,Average,48%,7%,2018
145735,,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
104778,41,20,21,0.7,106,80%,29%,3,Average,1.7,106,80%,32%,3,Average,-1.3,104,83%,12%,3,Average,73%,5%,2018
117977,13,7,6,-1.9,105,77%,31%,3,Average,0.7,102,69%,8%,3,Average,-1.4,105,85%,31%,3,Average,69%,8%,2018
144315,9,4,5,0.5,107,100%,11%,3,Average,0.4,104,78%,11%,3,Average,-5.2,100,67%,0%,5,Well Below Average,67%,0%,2018
116677,3,,,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,,,,NOT AVAIL,,,2018
106238,31,19,12,0.7,105,81%,23%,3,Average,1.9,109,90%,52%,3,Average,-0.4,103,71%,13%,3,Average,68%,6%,2018
141831,14,10,4,0.3,108,79%,36%,3,Average,0,110,79%,57%,3,Average,-0.4,106,71%,29%,3,Average,71%,21%,2018
125212,49,25,24,1.2,109,96%,51%,3,Average,-1.2,110,98%,47%,3,Average,1,108,92%,43%,3,Average,84%,12%,2018
140921,29,17,12,-2.5,102,66%,21%,4,Below Average,1.1,104,76%,28%,3,Average,-0.8,103,69%,14%,3,Average,59%,3%,2018
143034,90,42,48,3,106,87%,24%,2,Above Average,1.6,104,79%,12%,2,Above Average,2.8,106,88%,24%,2,Above Average,80%,6%,2018
104382,26,14,12,2.1,109,88%,38%,3,Average,0.1,108,88%,31%,3,Average,-0.5,105,77%,15%,3,Average,77%,4%,2018
110469,31,15,16,0.9,105,74%,29%,3,Average,-0.8,104,74%,23%,3,Average,-2.6,101,58%,16%,4,Below Average,55%,3%,2018
100046,30,15,15,1.6,109,93%,40%,3,Average,-0.6,109,93%,37%,3,Average,0.7,107,90%,40%,3,Average,83%,17%,2018
115605,29,18,11,-2.6,97,38%,10%,4,Below Average,3.1,99,45%,10%,1,Well Above Average,0,101,41%,14%,3,Average,28%,3%,2018
106108,31,18,13,0,102,61%,16%,3,Average,0.2,102,68%,13%,3,Average,-1,101,61%,6%,3,Average,39%,3%,2018
105332,33,15,18,-1.5,99,39%,12%,3,Average,-4.8,100,55%,12%,5,Well Below Average,-4.2,97,24%,6%,5,Well Below Average,15%,3%,2018
117417,30,18,12,2.4,109,97%,47%,2,Above Average,2.4,110,90%,57%,2,Above Average,2.8,109,97%,43%,2,Above Average,87%,33%,2018
100838,41,25,16,-4.9,101,51%,7%,5,Well Below Average,-3.9,102,59%,12%,5,Well Below Average,-5.9,99,49%,2%,5,Well Below Average,37%,0%,2018
123783,66,40,26,1.2,106,85%,29%,3,Average,1.6,106,88%,30%,2,Above Average,1.2,106,86%,24%,3,Average,73%,8%,2018
117441,31,14,17,-1.2,108,90%,35%,3,Average,-2.7,107,90%,32%,5,Well Below Average,-4.2,104,81%,19%,5,Well Below Average,74%,13%,2018
121474,23,14,9,3.2,108,87%,43%,1,Well Above Average,0.8,107,87%,30%,3,Average,2.8,107,87%,39%,2,Above Average,78%,13%,2018
120565,7,4,3,-1.6,107,86%,43%,3,Average,0.8,107,100%,29%,3,Average,-2.6,105,86%,43%,3,Average,86%,29%,2018
118590,16,11,5,0.1,104,69%,25%,3,Average,3.5,105,69%,25%,1,Well Above Average,0.7,104,69%,25%,3,Average,63%,6%,2018
125171,61,27,34,1.5,108,92%,44%,3,Average,-0.1,108,89%,52%,3,Average,0.7,106,84%,28%,3,Average,80%,13%,2018
124227,44,22,22,-2,102,55%,14%,4,Below Average,0.8,104,68%,20%,3,Average,-4,100,50%,5%,5,Well Below Average,39%,2%,2018
124299,19,8,11,3.7,107,84%,37%,1,Well Above Average,2.1,108,84%,53%,3,Average,3.5,108,95%,26%,1,Well Above Average,84%,11%,2018
112406,25,13,12,0.1,104,68%,12%,3,Average,-0.4,105,72%,24%,3,Average,-1.3,102,52%,16%,3,Average,44%,4%,2018
109987,96,47,49,-0.2,106,76%,42%,3,Average,-0.7,108,77%,52%,3,Average,0,106,79%,35%,3,Average,72%,11%,2018
105945,30,15,15,-1.1,104,77%,23%,3,Average,1.6,106,80%,37%,3,Average,-0.7,104,73%,20%,3,Average,67%,10%,2018
113716,45,26,19,-3.3,101,62%,9%,5,Well Below Average,-1.2,103,69%,18%,3,Average,-1.5,102,73%,9%,3,Average,56%,2%,2018
105943,21,8,13,-3.8,100,48%,10%,5,Well Below Average,-9.3,99,48%,10%,5,Well Below Average,-5,98,33%,14%,5,Well Below Average,19%,0%,2018
138037,66,41,25,-0.1,107,83%,36%,3,Average,2.1,106,74%,41%,2,Above Average,0.2,106,80%,36%,3,Average,74%,17%,2018
